country,R0,dose,Reff,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70+
Sweden,2.300000000000002,0.2,1.7058637978128113,0.0008065752877452985,0.0,0.0,0.7222369881275168,0.842736201651935,0.0,0.0,0.0
Sweden,2.300000000000002,0.2,1.7066554741493034,0.012306955037902703,0.0,0.03995785924374552,0.9127728225091789,0.592508533374821,0.0,0.0,0.0
Sweden,2.300000000000002,0.2,1.70800916322262,0.0005954993423175498,0.0,0.004055954622666528,0.6769241660689563,0.8651366475473644,0.020500875708056948,0.0,0.0
Sweden,2.300000000000002,0.2,1.710110452208751,0.010947299214236782,0.0,0.0446239238940648,0.9516893298147685,0.48909739607721003,0.057847737997615924,0.0,0.0
Sweden,2.300000000000002,0.2,1.710984652751335,0.022474051679236617,0.0,0.0,0.8425185645433229,0.6748854183580489,0.018894054851312236,0.0,0.0019704624006799515
Sweden,2.300000000000002,0.2,1.7129688733405801,0.0053198830444778035,0.015750408444397193,0.09330100588428014,0.7815805335149418,0.6492488922896946,0.0,0.02190419865054185,0.0
Sweden,2.300000000000002,0.2,1.7131059714324521,0.01096532189097835,0.0,0.17678749342914532,1.0,0.36445637725005076,0.0,0.0,0.0
Sweden,2.300000000000002,0.2,1.7138151990316697,0.008395466908892786,0.0,0.15284868036297294,0.6136743053572726,0.7451564730876271,0.0481628003264709,0.0,0.0
Sweden,2.300000000000002,0.2,1.7142464898852414,0.03665741375599762,0.0,0.0166753050957449,0.82846285506519,0.6586875264740097,0.02183548471101497,0.0,0.0
Sweden,2.300000000000002,0.2,1.7147577731360686,0.029178335142211746,0.0,0.1269877339916535,0.7138041383120081,0.6786639514776787,0.01736205001795841,0.0,0.0
Sweden,2.300000000000002,0.2,1.7154033701271008,0.0017047633326309171,0.0,0.21327776859209094,0.9625085340661339,0.3236277451838092,0.05057157724651998,0.0,0.0
Sweden,2.300000000000002,0.2,1.7160525284327295,0.014281312853996272,0.0,0.13547212069263317,0.7209042762820705,0.5906041790316218,0.10134514287981383,0.0,0.0
Sweden,2.300000000000002,0.2,1.7161612279791454,0.011041875662022346,0.0,0.04049728772629638,0.7247719068629316,0.747101008998916,0.00740354447015376,0.04023827693155253,0.0
Sweden,2.300000000000002,0.2,1.7166857905664212,0.021955464958409884,0.0,0.10593074288710425,0.5593944186976618,0.8743708964485196,0.0111779495879104,0.0,0.0
Sweden,2.300000000000002,0.2,1.7168170880817262,0.0010132380200715719,0.0,0.13161921593759923,0.44418174825967377,1.0,0.0,0.0,0.0
Sweden,2.300000000000002,0.2,1.7169389210879609,0.008752530415229378,0.0039045752449046026,0.1389389192112938,0.8237297155829609,0.45447669519213474,0.1276397648371768,0.0,0.0
Sweden,2.300000000000002,0.2,1.7169747278061611,0.022003662477221846,0.0,0.24650602490816398,0.6801262455654614,0.6176944529146638,0.0,0.0,0.0
Sweden,2.300000000000002,0.2,1.7172516687493147,0.017511314585635155,0.0,0.26351607821415096,0.845322820433503,0.43221734608866136,0.0,0.0,0.0
Sweden,2.300000000000002,0.2,1.7173432944735163,0.0335565640582787,0.018692939880212964,0.04853469570475297,0.7071317705480693,0.7618871035718626,0.0,0.0,0.0
Sweden,2.300000000000002,0.2,1.7190420923829866,0.008736436993255024,0.0,0.11965436084664194,0.561092784665548,0.7759276056120553,0.10144378356649929,0.0,0.00223931770700637
Sweden,2.300000000000002,0.2,1.719102348637412,0.017880375100076725,0.002946207827881686,0.20553783587180724,0.6798608782625243,0.5848270881258687,0.07389406545236664,0.0,0.0
Sweden,2.300000000000002,0.2,1.7203882429121062,0.0014571186823779127,0.0,0.30423954422622684,0.5983937422221832,0.6032806443843014,0.05679794299035508,0.003012420708369856,0.0
Sweden,2.300000000000002,0.2,1.7206998375714528,0.026300258846268753,0.0,0.27627028013216365,0.7243263786135576,0.5336080878591372,0.0,0.004389305323144159,0.0
Sweden,2.300000000000002,0.2,1.7208842350881766,0.05407461467311712,0.0,0.09340316672063145,0.6645572608258183,0.7583185869925426,0.0,0.0,0.0
Sweden,2.300000000000002,0.2,1.720896238484896,0.018778383339132083,0.0,0.19094843222297,0.539646589278448,0.7600632017410811,0.0619270487056975,0.0,0.0
Sweden,2.300000000000002,0.2,1.7211859327314554,0.04481559396820244,0.0,0.0,0.7953372458520288,0.7006624652973356,0.0,0.027919153669198997,0.0
Sweden,2.300000000000002,0.2,1.7214147514794396,0.028366551580099514,0.0,0.19005750418212763,0.658349015208122,0.6104430049804326,0.07897524102084577,0.0,0.0
Sweden,2.300000000000002,0.2,1.722161143213818,0.01117664452325475,0.0,0.3309472835178684,0.8881052795699953,0.3254023594550203,0.0,0.0,0.0
Sweden,2.300000000000002,0.2,1.7222234073367635,0.04295374607455223,0.01739704810572866,0.08667857721099417,0.8179698000545426,0.5681575146085857,0.02187664148248114,0.010719941759101714,0.0
Sweden,2.300000000000002,0.2,1.7225653153669604,0.012230807865667107,0.0,0.10710539597995489,0.7326736638295364,0.5637770306106445,0.11718933488223189,0.033367741788918624,0.0
Sweden,2.300000000000002,0.2,1.723105118511648,0.008084711232656834,0.02080399245129652,0.26090033179815353,0.538386795706288,0.7088403160703003,0.03602225879552177,0.0,0.0
Sweden,2.300000000000002,0.2,1.7235428111466813,0.03535390898293628,0.0,0.0,1.0,0.46963961378466157,0.010618119482591358,0.0456124274106777,0.0
Sweden,2.300000000000002,0.2,1.7235557924714102,0.007217493119717743,0.09203033792609093,0.10578538178731525,0.8190574709282382,0.5433814249356476,0.0031809303286974844,0.0,0.0
