country,R0,HIT,optimum,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70+
Gabon,2.3000000000000016,0.8074534161490687,0.6474543153293203,0.35015406486866485,0.27635659214735936,1.0,1.0,1.0,1.0,0.4254012038984356,0.0
Gabon,2.3000000000000016,0.8074534161490687,0.6485790280406514,0.18344585181335904,0.42196440419078146,1.0,1.0,1.0,1.0,1.0,0.0
Gabon,2.3000000000000016,0.8074534161490687,0.6486754352037747,0.38222220389808614,0.19864246147760864,1.0,1.0,0.9910465989794809,1.0,0.5235941270595152,0.23841717070811974
Gabon,2.3000000000000016,0.8074534161490687,0.6490591178468594,0.19218311371196894,0.41600625768205346,0.9954957101707053,1.0,1.0,1.0,1.0,0.0
Gabon,2.3000000000000016,0.8074534161490687,0.6498014336981355,0.31398336545581557,0.4032804597173846,1.0,1.0,1.0,1.0,0.047207787836235665,0.004877448020970475
Gabon,2.3000000000000016,0.8074534161490687,0.6512798822877238,0.4131982891406738,0.11931947076758165,1.0,1.0,1.0,1.0,0.9454121778037577,0.0
Gabon,2.3000000000000016,0.8074534161490687,0.6515156208830134,0.369572577127132,0.19592052323357845,1.0,1.0,1.0,1.0,0.8656925587633887,0.0
Gabon,2.3000000000000016,0.8074534161490687,0.6519195279727432,0.2006152493116642,0.37935985434728814,1.0,1.0,1.0,1.0,1.0,0.3164882403732299
Gabon,2.3000000000000016,0.8074534161490687,0.6520400461696642,0.1239650519378934,0.5150351362126173,1.0,1.0,1.0,1.0,1.0,0.08451975574577332
Gabon,2.3000000000000016,0.8074534161490687,0.6541424983133285,0.40842767750479964,0.16038147372568334,1.0,1.0,1.0,1.0,0.4868891985606869,0.5133966072847289
Gabon,2.3000000000000016,0.8074534161490687,0.6560704317093319,0.14982048305695872,0.4241737389703444,1.0,1.0,1.0,1.0,1.0,0.7505163506913057
Gabon,2.3000000000000016,0.8074534161490687,0.6564878780306255,0.3244297719769485,0.4321703101652126,1.0,1.0,1.0,1.0,0.0,0.0
Gabon,2.3000000000000016,0.8074534161490687,0.6576150258260797,0.14898230394179895,0.5825115315176944,0.9912739147035795,1.0,0.936913678484077,1.0,0.870523676263641,0.0
Gabon,2.3000000000000016,0.8074534161490687,0.6583063341233689,0.2754853208087731,0.3882022860081806,0.9388534957583418,1.0,1.0,1.0,0.4165339288298949,0.9355250641211362
Gabon,2.3000000000000016,0.8074534161490687,0.6590389708431065,0.25922357159108966,0.5381431799810826,1.0,1.0,1.0,1.0,0.0,0.0
Gabon,2.3000000000000016,0.8074534161490687,0.660833672613755,0.28288886284277515,0.2786467668269141,1.0,1.0,1.0,1.0,1.0,0.5892819791242386
Gabon,2.3000000000000016,0.8074534161490687,0.6617214185595416,0.27658230041248566,0.40723843975928364,0.9739908157879418,1.0,1.0,1.0,0.6371606912929115,0.31391938389710367
Gabon,2.3000000000000016,0.8074534161490687,0.6618501275334641,0.3459890436753982,0.4426044497191589,1.0,1.0,1.0,0.9596575176481313,0.0,0.0
Gabon,2.3000000000000016,0.8074534161490687,0.6640881577283736,0.3238824553212145,0.40496149830974526,0.8581119127286236,1.0,1.0,1.0,0.4631662876067515,1.0
Gabon,2.3000000000000016,0.8074534161490687,0.6670548053699382,0.5107859184466909,0.01228840983089341,1.0,1.0,1.0,1.0,0.7759215489024804,0.708242505063237
