country,R0,HIT,optimum,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70+
Antigua and Barbuda,1.430000000000001,0.43212314270009106,0.23518408201045182,0.0,0.0,0.6000474542177738,1.0,0.0,0.0,0.0,0.0
Antigua and Barbuda,1.430000000000001,0.43212314270009106,0.2389718922632446,0.06360917844093639,0.0017480945648033046,0.5610437752800265,1.0,0.0,0.0,0.0,0.0
Antigua and Barbuda,1.430000000000001,0.43212314270009106,0.24174697363418315,0.0,0.10278746902022476,0.5804704587433813,0.9535369969542264,0.011815754224245523,0.0,0.0,0.0
Antigua and Barbuda,1.430000000000001,0.43212314270009106,0.24612689792396594,0.0,0.08730360821322175,0.5907127517661737,1.0,0.0,0.0,0.0,0.0
Antigua and Barbuda,1.430000000000001,0.43212314270009106,0.2471193338182589,0.0,0.15044612460188278,0.4005318233281506,1.0,0.14820669088388697,0.0,0.0,0.0
Antigua and Barbuda,1.430000000000001,0.43212314270009106,0.25004656518387225,0.14126902542351188,0.0,0.5570394964237446,1.0,0.0,0.0027967252057293224,0.0,0.0
Antigua and Barbuda,1.430000000000001,0.43212314270009106,0.2507280084804499,0.00972753726734311,0.0,0.5371216063054189,1.0,0.16208375357083818,0.0,0.0,0.01234851602069657
Antigua and Barbuda,1.430000000000001,0.43212314270009106,0.2509744561532251,0.0,0.0,0.3994770070283559,1.0,0.17339696373179492,0.16601730690227717,0.0,0.0
Antigua and Barbuda,1.430000000000001,0.43212314270009106,0.2535134059058348,0.03527160743922193,0.0,0.4342814117173982,0.8933879643029777,0.3714815766705982,0.0,0.012851298595155172,0.0
Antigua and Barbuda,1.430000000000001,0.43212314270009106,0.2550218160221277,0.0,0.0,0.6657847516060325,0.8657235840943902,0.12011307918247782,0.0,0.0,0.20700309944382106
Antigua and Barbuda,1.430000000000001,0.43212314270009106,0.2560777759889735,0.13454645402442234,0.2876557987519174,0.33786562016363697,1.0,0.0,0.0,0.0,0.0
Antigua and Barbuda,1.430000000000001,0.43212314270009106,0.2604523003640536,0.0,0.0,0.663515533500675,1.0,0.0,0.11916868096103395,0.0,0.0
Antigua and Barbuda,1.430000000000001,0.43212314270009106,0.26319966711955023,0.0,0.035387295109056825,0.8251125126001969,0.922000540495153,0.0,0.0,0.0,0.0
Antigua and Barbuda,1.430000000000001,0.43212314270009106,0.2633833306618765,0.0,0.0,1.0,0.7732796087027279,0.0,0.0,0.0,0.0
Antigua and Barbuda,1.430000000000001,0.43212314270009106,0.26429123785078334,0.0,0.04626271769701751,0.5562208614297587,1.0,0.08973921147321395,0.0,0.130690691973963,0.09847141915670105
Antigua and Barbuda,1.430000000000001,0.43212314270009106,0.26476591682259526,0.0,0.48863511814487065,0.33960611785203354,1.0,0.0,0.0,0.0,0.0
Antigua and Barbuda,1.430000000000001,0.43212314270009106,0.2650803341224916,0.0,0.25896320223906666,0.5555085426680689,1.0,0.0,0.0,0.0,0.0
Antigua and Barbuda,1.430000000000001,0.43212314270009106,0.2677168090642961,0.0,0.0,0.5719698316428562,1.0,0.0,0.0,0.44809809841597503,0.0
Antigua and Barbuda,1.430000000000001,0.43212314270009106,0.2714151192262968,0.0,0.0,0.6625561091010534,0.540978204983361,0.6555903524968411,0.0,0.0,0.0
Antigua and Barbuda,1.430000000000001,0.43212314270009106,0.272190671231433,0.0,0.12172405843195815,0.5417073929670425,1.0,0.0,0.05964925639199037,0.0,0.3543929392185328
