Entity,Code,Day,stringency_index
Angola,AGO,11/08/2020,79.17
Angola,AGO,12/08/2020,79.17
Angola,AGO,13/08/2020,79.17
Angola,AGO,14/08/2020,79.17
Angola,AGO,15/08/2020,79.17
Angola,AGO,16/08/2020,79.17
Angola,AGO,17/08/2020,79.17
Angola,AGO,18/08/2020,79.17
Angola,AGO,19/08/2020,79.17
Angola,AGO,20/08/2020,79.17
Angola,AGO,21/08/2020,76.39
Angola,AGO,22/08/2020,76.39
Angola,AGO,23/08/2020,76.39
Angola,AGO,24/08/2020,76.39
Angola,AGO,25/08/2020,76.39
Angola,AGO,26/08/2020,76.39
Angola,AGO,27/08/2020,76.39
Angola,AGO,28/08/2020,76.39
Angola,AGO,29/08/2020,76.39
Angola,AGO,30/08/2020,76.39
Angola,AGO,31/08/2020,76.39
Angola,AGO,1/09/2020,81.02
Angola,AGO,2/09/2020,81.02
Angola,AGO,3/09/2020,81.02
Angola,AGO,4/09/2020,81.02
Angola,AGO,5/09/2020,81.02
Angola,AGO,6/09/2020,81.02
Angola,AGO,7/09/2020,81.02
Angola,AGO,8/09/2020,81.02
Angola,AGO,9/09/2020,81.02
Angola,AGO,10/09/2020,81.02
Angola,AGO,11/09/2020,81.02
Angola,AGO,12/09/2020,81.02
Angola,AGO,13/09/2020,81.02
Angola,AGO,14/09/2020,81.02
Angola,AGO,15/09/2020,81.02
Angola,AGO,16/09/2020,75
Angola,AGO,17/09/2020,75
Angola,AGO,18/09/2020,75
Angola,AGO,19/09/2020,75
Angola,AGO,20/09/2020,75
Angola,AGO,21/09/2020,75
Angola,AGO,22/09/2020,75
Angola,AGO,23/09/2020,75
Angola,AGO,24/09/2020,75
Angola,AGO,25/09/2020,75
Angola,AGO,26/09/2020,75
Angola,AGO,27/09/2020,75
Angola,AGO,28/09/2020,75
Angola,AGO,29/09/2020,75
Angola,AGO,30/09/2020,75
Angola,AGO,1/10/2020,75
Angola,AGO,2/10/2020,75
Angola,AGO,3/10/2020,75
Angola,AGO,4/10/2020,75
Angola,AGO,5/10/2020,71.3
Angola,AGO,6/10/2020,71.3
Angola,AGO,7/10/2020,71.3
Angola,AGO,8/10/2020,71.3
Angola,AGO,9/10/2020,71.3
Angola,AGO,10/10/2020,71.3
Angola,AGO,11/10/2020,71.3
Angola,AGO,12/10/2020,71.3
Angola,AGO,13/10/2020,71.3
Angola,AGO,14/10/2020,71.3
Angola,AGO,15/10/2020,71.3
Angola,AGO,16/10/2020,71.3
Angola,AGO,17/10/2020,71.3
Angola,AGO,18/10/2020,71.3
Angola,AGO,19/10/2020,71.3
Angola,AGO,20/10/2020,71.3
Angola,AGO,21/10/2020,60.19
Angola,AGO,22/10/2020,71.3
Angola,AGO,23/10/2020,65.74
Angola,AGO,24/10/2020,65.74
Angola,AGO,25/10/2020,65.74
Angola,AGO,26/10/2020,65.74
Angola,AGO,27/10/2020,65.74
Angola,AGO,28/10/2020,65.74
Angola,AGO,29/10/2020,65.74
Angola,AGO,30/10/2020,65.74
Angola,AGO,31/10/2020,65.74
Angola,AGO,1/11/2020,60.19
Angola,AGO,2/11/2020,60.19
Angola,AGO,3/11/2020,60.19
Angola,AGO,4/11/2020,60.19
Angola,AGO,5/11/2020,60.19
Angola,AGO,6/11/2020,60.19
Angola,AGO,7/11/2020,60.19
Angola,AGO,8/11/2020,60.19
Angola,AGO,9/11/2020,60.19
Angola,AGO,10/11/2020,60.19
Angola,AGO,11/11/2020,60.19
Angola,AGO,12/11/2020,60.19
Angola,AGO,13/11/2020,60.19
Angola,AGO,14/11/2020,60.19
Angola,AGO,15/11/2020,60.19
Angola,AGO,16/11/2020,60.19
Angola,AGO,17/11/2020,60.19
Angola,AGO,18/11/2020,58.8
Angola,AGO,19/11/2020,58.8
Angola,AGO,20/11/2020,58.8
Angola,AGO,21/11/2020,58.8
Angola,AGO,22/11/2020,58.8
Angola,AGO,23/11/2020,57.41
Angola,AGO,24/11/2020,57.41
Angola,AGO,25/11/2020,57.41
Angola,AGO,26/11/2020,57.41
Angola,AGO,27/11/2020,57.41
Angola,AGO,28/11/2020,57.41
Angola,AGO,29/11/2020,57.41
Angola,AGO,30/11/2020,57.41
Angola,AGO,1/12/2020,57.41
Angola,AGO,2/12/2020,57.41
Angola,AGO,3/12/2020,65.74
Angola,AGO,4/12/2020,65.74
Angola,AGO,5/12/2020,65.74
Angola,AGO,6/12/2020,65.74
Angola,AGO,7/12/2020,65.74
Angola,AGO,8/12/2020,65.74
Angola,AGO,9/12/2020,65.74
Angola,AGO,10/12/2020,65.74
Angola,AGO,11/12/2020,65.74
Angola,AGO,12/12/2020,65.74
Angola,AGO,13/12/2020,65.74
Angola,AGO,14/12/2020,65.74
Angola,AGO,15/12/2020,65.74
Angola,AGO,16/12/2020,65.74
Angola,AGO,17/12/2020,65.74
Angola,AGO,18/12/2020,65.74
Angola,AGO,19/12/2020,65.74
Angola,AGO,20/12/2020,65.74
Angola,AGO,21/12/2020,65.74
Angola,AGO,22/12/2020,65.74
Angola,AGO,23/12/2020,65.74
Angola,AGO,24/12/2020,65.74
Angola,AGO,25/12/2020,65.74
Angola,AGO,26/12/2020,65.74
Angola,AGO,27/12/2020,65.74
Angola,AGO,28/12/2020,65.74
Angola,AGO,29/12/2020,65.74
Angola,AGO,30/12/2020,65.74
Angola,AGO,31/12/2020,65.74
Angola,AGO,1/01/2021,65.74
Angola,AGO,2/01/2021,65.74
Angola,AGO,3/01/2021,65.74
Angola,AGO,4/01/2021,65.74
Angola,AGO,6/01/2021,65.74
Angola,AGO,7/01/2021,65.74
Angola,AGO,8/01/2021,65.74
Angola,AGO,9/01/2021,65.74
Angola,AGO,10/01/2021,65.74
Angola,AGO,11/01/2021,65.74
Angola,AGO,12/01/2021,65.74
Angola,AGO,13/01/2021,65.74
Angola,AGO,14/01/2021,65.74
Angola,AGO,15/01/2021,65.74
Angola,AGO,16/01/2021,65.74
Angola,AGO,17/01/2021,65.74
Angola,AGO,18/01/2021,65.74
Angola,AGO,19/01/2021,62.96
Angola,AGO,20/01/2021,62.96
Angola,AGO,21/01/2021,62.96
Angola,AGO,22/01/2021,62.96
Angola,AGO,23/01/2021,62.96
Angola,AGO,24/01/2021,62.96
Angola,AGO,25/01/2021,62.96
Angola,AGO,26/01/2021,62.96
Angola,AGO,27/01/2021,62.96
Angola,AGO,28/01/2021,62.96
Angola,AGO,29/01/2021,62.96
Angola,AGO,30/01/2021,62.96
Angola,AGO,31/01/2021,62.96
Angola,AGO,1/02/2021,62.96
Angola,AGO,2/02/2021,62.96
Angola,AGO,3/02/2021,62.96
Angola,AGO,4/02/2021,62.96
Angola,AGO,5/02/2021,61.11
Angola,AGO,6/02/2021,61.11
Angola,AGO,7/02/2021,61.11
Angola,AGO,8/02/2021,61.11
Angola,AGO,9/02/2021,61.11
Angola,AGO,10/02/2021,61.11
Angola,AGO,11/02/2021,61.11
Angola,AGO,12/02/2021,61.11
Angola,AGO,13/02/2021,61.11
Angola,AGO,14/02/2021,61.11
Angola,AGO,15/02/2021,61.11
Angola,AGO,16/02/2021,58.33
Angola,AGO,17/02/2021,58.33
Angola,AGO,18/02/2021,58.33
Angola,AGO,19/02/2021,58.33
Angola,AGO,20/02/2021,58.33
Angola,AGO,21/02/2021,58.33
Angola,AGO,22/02/2021,58.33
Angola,AGO,23/02/2021,58.33
Angola,AGO,24/02/2021,58.33
Angola,AGO,25/02/2021,58.33
Angola,AGO,26/02/2021,58.33
Angola,AGO,27/02/2021,58.33
Angola,AGO,28/02/2021,58.33
Angola,AGO,1/03/2021,58.33
Angola,AGO,2/03/2021,58.33
Angola,AGO,3/03/2021,58.33
Angola,AGO,4/03/2021,58.33
Angola,AGO,5/03/2021,58.33
Angola,AGO,6/03/2021,58.33
Angola,AGO,7/03/2021,58.33
Angola,AGO,8/03/2021,58.33
Angola,AGO,9/03/2021,58.33
Angola,AGO,10/03/2021,58.33
Angola,AGO,11/03/2021,58.33
Angola,AGO,12/03/2021,58.33
Angola,AGO,13/03/2021,58.33
Angola,AGO,14/03/2021,58.33
Angola,AGO,15/03/2021,58.33
Angola,AGO,16/03/2021,58.33
Angola,AGO,17/03/2021,58.33
Angola,AGO,18/03/2021,58.33
Angola,AGO,19/03/2021,58.33
Angola,AGO,20/03/2021,58.33
Angola,AGO,21/03/2021,58.33
Argentina,ARG,21/01/2020,0
Argentina,ARG,22/01/2020,0
Argentina,ARG,23/01/2020,11.11
Argentina,ARG,24/01/2020,11.11
Argentina,ARG,25/01/2020,11.11
Argentina,ARG,26/01/2020,11.11
Argentina,ARG,27/01/2020,11.11
Argentina,ARG,28/01/2020,11.11
Argentina,ARG,29/01/2020,11.11
Argentina,ARG,30/01/2020,11.11
Argentina,ARG,31/01/2020,11.11
Argentina,ARG,1/02/2020,11.11
Argentina,ARG,2/02/2020,11.11
Argentina,ARG,3/02/2020,11.11
Argentina,ARG,4/02/2020,11.11
Argentina,ARG,5/02/2020,11.11
Argentina,ARG,6/02/2020,11.11
Argentina,ARG,7/02/2020,11.11
Argentina,ARG,8/02/2020,11.11
Argentina,ARG,9/02/2020,11.11
Argentina,ARG,10/02/2020,11.11
Argentina,ARG,11/02/2020,11.11
Argentina,ARG,12/02/2020,11.11
Argentina,ARG,13/02/2020,11.11
Argentina,ARG,14/02/2020,11.11
Argentina,ARG,15/02/2020,11.11
Argentina,ARG,16/02/2020,11.11
Argentina,ARG,17/02/2020,11.11
Argentina,ARG,18/02/2020,11.11
Argentina,ARG,19/02/2020,11.11
Argentina,ARG,20/02/2020,11.11
Argentina,ARG,21/02/2020,11.11
Argentina,ARG,22/02/2020,11.11
Argentina,ARG,23/02/2020,11.11
Argentina,ARG,24/02/2020,11.11
Argentina,ARG,25/02/2020,11.11
Argentina,ARG,26/02/2020,11.11
Argentina,ARG,27/02/2020,11.11
Argentina,ARG,28/02/2020,11.11
Argentina,ARG,29/02/2020,11.11
Argentina,ARG,1/03/2020,11.11
Argentina,ARG,2/03/2020,11.11
Argentina,ARG,3/03/2020,11.11
Argentina,ARG,4/03/2020,11.11
Argentina,ARG,5/03/2020,11.11
Argentina,ARG,6/03/2020,11.11
Argentina,ARG,7/03/2020,11.11
Argentina,ARG,8/03/2020,11.11
Argentina,ARG,9/03/2020,11.11
Argentina,ARG,10/03/2020,11.11
Argentina,ARG,11/03/2020,25
Argentina,ARG,12/03/2020,25
Argentina,ARG,13/03/2020,25
Argentina,ARG,14/03/2020,25
Argentina,ARG,15/03/2020,25
Argentina,ARG,16/03/2020,41.67
Argentina,ARG,17/03/2020,41.67
Argentina,ARG,18/03/2020,41.67
Argentina,ARG,19/03/2020,75
Argentina,ARG,20/03/2020,88.89
Argentina,ARG,21/03/2020,88.89
Argentina,ARG,22/03/2020,88.89
Argentina,ARG,23/03/2020,100
Argentina,ARG,24/03/2020,100
Argentina,ARG,25/03/2020,100
Argentina,ARG,26/03/2020,100
Argentina,ARG,27/03/2020,100
Argentina,ARG,28/03/2020,100
Argentina,ARG,29/03/2020,100
Argentina,ARG,30/03/2020,100
Argentina,ARG,31/03/2020,100
Argentina,ARG,1/04/2020,100
Argentina,ARG,2/04/2020,100
Argentina,ARG,3/04/2020,100
Argentina,ARG,4/04/2020,100
Argentina,ARG,5/04/2020,100
Argentina,ARG,6/04/2020,100
Argentina,ARG,7/04/2020,100
Argentina,ARG,8/04/2020,100
Argentina,ARG,9/04/2020,100
Argentina,ARG,10/04/2020,100
Argentina,ARG,11/04/2020,100
Argentina,ARG,12/04/2020,100
Argentina,ARG,13/04/2020,100
Argentina,ARG,14/04/2020,100
Argentina,ARG,15/04/2020,100
Argentina,ARG,16/04/2020,100
Argentina,ARG,17/04/2020,100
Argentina,ARG,18/04/2020,100
Argentina,ARG,19/04/2020,100
Argentina,ARG,20/04/2020,100
Argentina,ARG,21/04/2020,100
Argentina,ARG,22/04/2020,100
Argentina,ARG,23/04/2020,100
Argentina,ARG,24/04/2020,100
Argentina,ARG,25/04/2020,100
Argentina,ARG,26/04/2020,98.15
Argentina,ARG,27/04/2020,88.89
Argentina,ARG,28/04/2020,88.89
Argentina,ARG,29/04/2020,88.89
Argentina,ARG,30/04/2020,88.89
Argentina,ARG,1/05/2020,88.89
Argentina,ARG,2/05/2020,88.89
Argentina,ARG,3/05/2020,88.89
Argentina,ARG,4/05/2020,88.89
Argentina,ARG,5/05/2020,88.89
Argentina,ARG,6/05/2020,88.89
Argentina,ARG,7/05/2020,88.89
Argentina,ARG,8/05/2020,88.89
Argentina,ARG,9/05/2020,88.89
Argentina,ARG,10/05/2020,88.89
Argentina,ARG,11/05/2020,94.44
Argentina,ARG,12/05/2020,90.74
Argentina,ARG,13/05/2020,90.74
Argentina,ARG,14/05/2020,90.74
Argentina,ARG,15/05/2020,90.74
Argentina,ARG,16/05/2020,90.74
Argentina,ARG,17/05/2020,90.74
Argentina,ARG,18/05/2020,90.74
Argentina,ARG,19/05/2020,90.74
Argentina,ARG,20/05/2020,90.74
Argentina,ARG,21/05/2020,90.74
Argentina,ARG,22/05/2020,90.74
Argentina,ARG,23/05/2020,90.74
Argentina,ARG,24/05/2020,90.74
Argentina,ARG,25/05/2020,90.74
Argentina,ARG,26/05/2020,90.74
Argentina,ARG,27/05/2020,90.74
Argentina,ARG,28/05/2020,90.74
Argentina,ARG,29/05/2020,90.74
Argentina,ARG,30/05/2020,90.74
Argentina,ARG,31/05/2020,90.74
Argentina,ARG,1/06/2020,90.74
Argentina,ARG,2/06/2020,90.74
Argentina,ARG,3/06/2020,90.74
Argentina,ARG,4/06/2020,90.74
Argentina,ARG,5/06/2020,88.89
Argentina,ARG,6/06/2020,88.89
Argentina,ARG,7/06/2020,88.89
Argentina,ARG,8/06/2020,88.89
Argentina,ARG,9/06/2020,88.89
Argentina,ARG,10/06/2020,88.89
Argentina,ARG,11/06/2020,88.89
Argentina,ARG,12/06/2020,88.89
Argentina,ARG,13/06/2020,88.89
Argentina,ARG,14/06/2020,88.89
Argentina,ARG,15/06/2020,88.89
Argentina,ARG,16/06/2020,88.89
Argentina,ARG,17/06/2020,88.89
Argentina,ARG,18/06/2020,88.89
Argentina,ARG,19/06/2020,88.89
Argentina,ARG,20/06/2020,88.89
Argentina,ARG,21/06/2020,88.89
Argentina,ARG,22/06/2020,88.89
Argentina,ARG,23/06/2020,88.89
Argentina,ARG,24/06/2020,88.89
Argentina,ARG,25/06/2020,88.89
Argentina,ARG,26/06/2020,88.89
Argentina,ARG,27/06/2020,88.89
Argentina,ARG,28/06/2020,88.89
Argentina,ARG,29/06/2020,88.89
Argentina,ARG,30/06/2020,88.89
Argentina,ARG,1/07/2020,92.59
Argentina,ARG,2/07/2020,81.48
Argentina,ARG,3/07/2020,92.59
Argentina,ARG,4/07/2020,92.59
Argentina,ARG,5/07/2020,92.59
Argentina,ARG,6/07/2020,92.59
Argentina,ARG,7/07/2020,92.59
Argentina,ARG,8/07/2020,92.59
Argentina,ARG,9/07/2020,92.59
Argentina,ARG,10/07/2020,92.59
Argentina,ARG,11/07/2020,92.59
Argentina,ARG,12/07/2020,92.59
Argentina,ARG,13/07/2020,92.59
Argentina,ARG,14/07/2020,92.59
Argentina,ARG,15/07/2020,92.59
Argentina,ARG,16/07/2020,92.59
Argentina,ARG,17/07/2020,92.59
Argentina,ARG,18/07/2020,92.59
Argentina,ARG,19/07/2020,92.59
Argentina,ARG,20/07/2020,90.74
Argentina,ARG,21/07/2020,90.74
Argentina,ARG,22/07/2020,90.74
Argentina,ARG,23/07/2020,90.74
Argentina,ARG,24/07/2020,90.74
Argentina,ARG,25/07/2020,90.74
Argentina,ARG,26/07/2020,90.74
Argentina,ARG,27/07/2020,90.74
Argentina,ARG,28/07/2020,90.74
Argentina,ARG,29/07/2020,90.74
Argentina,ARG,30/07/2020,90.74
Argentina,ARG,31/07/2020,90.74
Argentina,ARG,1/08/2020,90.74
Argentina,ARG,2/08/2020,90.74
Argentina,ARG,3/08/2020,88.89
Argentina,ARG,4/08/2020,88.89
Argentina,ARG,5/08/2020,88.89
Argentina,ARG,6/08/2020,88.89
Argentina,ARG,7/08/2020,87.96
Argentina,ARG,8/08/2020,87.96
Argentina,ARG,9/08/2020,87.96
Argentina,ARG,10/08/2020,87.96
Argentina,ARG,11/08/2020,87.96
Argentina,ARG,12/08/2020,87.96
Argentina,ARG,13/08/2020,87.96
Argentina,ARG,14/08/2020,87.96
Argentina,ARG,15/08/2020,87.96
Argentina,ARG,16/08/2020,87.96
Argentina,ARG,17/08/2020,87.96
Argentina,ARG,18/08/2020,87.96
Argentina,ARG,19/08/2020,87.96
Argentina,ARG,20/08/2020,87.96
Argentina,ARG,21/08/2020,87.96
Argentina,ARG,22/08/2020,87.96
Argentina,ARG,23/08/2020,87.96
Argentina,ARG,24/08/2020,87.96
Argentina,ARG,25/08/2020,87.96
Argentina,ARG,26/08/2020,87.96
Argentina,ARG,27/08/2020,87.96
Argentina,ARG,28/08/2020,87.96
Argentina,ARG,29/08/2020,87.96
Argentina,ARG,30/08/2020,87.96
Argentina,ARG,31/08/2020,87.96
Argentina,ARG,1/09/2020,87.96
Argentina,ARG,2/09/2020,87.96
Argentina,ARG,3/09/2020,87.96
Argentina,ARG,4/09/2020,87.96
Argentina,ARG,5/09/2020,87.96
Argentina,ARG,6/09/2020,87.96
Argentina,ARG,7/09/2020,87.96
Argentina,ARG,8/09/2020,87.96
Argentina,ARG,9/09/2020,87.96
Argentina,ARG,10/09/2020,87.96
Argentina,ARG,11/09/2020,87.96
Argentina,ARG,12/09/2020,87.96
Argentina,ARG,13/09/2020,87.96
Argentina,ARG,14/09/2020,87.96
Argentina,ARG,15/09/2020,87.96
Argentina,ARG,16/09/2020,87.96
Argentina,ARG,17/09/2020,87.96
Argentina,ARG,18/09/2020,87.96
Argentina,ARG,19/09/2020,87.96
Argentina,ARG,20/09/2020,87.96
Argentina,ARG,21/09/2020,87.96
Argentina,ARG,22/09/2020,87.96
Argentina,ARG,23/09/2020,87.96
Argentina,ARG,24/09/2020,87.96
Argentina,ARG,25/09/2020,87.96
Argentina,ARG,26/09/2020,87.96
Argentina,ARG,27/09/2020,87.96
Argentina,ARG,28/09/2020,87.96
Argentina,ARG,29/09/2020,87.96
Argentina,ARG,30/09/2020,87.96
Argentina,ARG,1/10/2020,87.96
Argentina,ARG,2/10/2020,87.96
Argentina,ARG,3/10/2020,87.96
Argentina,ARG,4/10/2020,87.96
Argentina,ARG,5/10/2020,87.96
Argentina,ARG,6/10/2020,87.96
Argentina,ARG,7/10/2020,87.96
Argentina,ARG,8/10/2020,87.96
Argentina,ARG,9/10/2020,87.96
Argentina,ARG,10/10/2020,82.87
Argentina,ARG,11/10/2020,82.87
Argentina,ARG,12/10/2020,82.87
Argentina,ARG,13/10/2020,82.87
Argentina,ARG,14/10/2020,82.87
Argentina,ARG,15/10/2020,82.87
Argentina,ARG,16/10/2020,82.87
Argentina,ARG,17/10/2020,82.87
Argentina,ARG,18/10/2020,82.87
Argentina,ARG,19/10/2020,82.87
Argentina,ARG,20/10/2020,82.87
Argentina,ARG,21/10/2020,82.87
Argentina,ARG,22/10/2020,82.87
Argentina,ARG,23/10/2020,82.87
Argentina,ARG,24/10/2020,82.87
Argentina,ARG,25/10/2020,80.09
Argentina,ARG,26/10/2020,80.09
Argentina,ARG,27/10/2020,80.09
Argentina,ARG,28/10/2020,81.94
Argentina,ARG,29/10/2020,81.94
Argentina,ARG,30/10/2020,81.94
Argentina,ARG,31/10/2020,81.94
Argentina,ARG,1/11/2020,81.94
Argentina,ARG,2/11/2020,81.94
Argentina,ARG,3/11/2020,81.94
Argentina,ARG,4/11/2020,81.94
Argentina,ARG,5/11/2020,81.94
Argentina,ARG,6/11/2020,79.17
Argentina,ARG,7/11/2020,79.17
Argentina,ARG,8/11/2020,79.17
Argentina,ARG,9/11/2020,79.17
Argentina,ARG,10/11/2020,79.17
Argentina,ARG,11/11/2020,79.17
Argentina,ARG,12/11/2020,79.17
Argentina,ARG,13/11/2020,79.17
Argentina,ARG,14/11/2020,79.17
Argentina,ARG,15/11/2020,79.17
Argentina,ARG,16/11/2020,79.17
Argentina,ARG,17/11/2020,79.17
Argentina,ARG,18/11/2020,79.17
Argentina,ARG,19/11/2020,79.17
Argentina,ARG,20/11/2020,79.17
Argentina,ARG,21/11/2020,79.17
Argentina,ARG,22/11/2020,79.17
Argentina,ARG,23/11/2020,79.17
Argentina,ARG,24/11/2020,79.17
Argentina,ARG,25/11/2020,79.17
Argentina,ARG,26/11/2020,79.17
Argentina,ARG,27/11/2020,79.17
Argentina,ARG,28/11/2020,79.17
Argentina,ARG,29/11/2020,79.17
Argentina,ARG,30/11/2020,79.17
Argentina,ARG,1/12/2020,79.17
Argentina,ARG,2/12/2020,79.17
Argentina,ARG,3/12/2020,79.17
Argentina,ARG,4/12/2020,79.17
Argentina,ARG,5/12/2020,79.17
Argentina,ARG,6/12/2020,79.17
Argentina,ARG,7/12/2020,79.17
Argentina,ARG,8/12/2020,79.17
Argentina,ARG,9/12/2020,79.17
Argentina,ARG,10/12/2020,79.17
Argentina,ARG,11/12/2020,79.17
Argentina,ARG,12/12/2020,79.17
Argentina,ARG,13/12/2020,79.17
Argentina,ARG,14/12/2020,79.17
Argentina,ARG,15/12/2020,79.17
Argentina,ARG,16/12/2020,79.17
Argentina,ARG,17/12/2020,79.17
Argentina,ARG,18/12/2020,79.17
Argentina,ARG,19/12/2020,79.17
Argentina,ARG,20/12/2020,79.17
Argentina,ARG,21/12/2020,79.17
Argentina,ARG,22/12/2020,79.17
Argentina,ARG,23/12/2020,79.17
Argentina,ARG,24/12/2020,79.17
Argentina,ARG,25/12/2020,79.17
Argentina,ARG,26/12/2020,79.17
Argentina,ARG,27/12/2020,79.17
Argentina,ARG,28/12/2020,79.17
Argentina,ARG,29/12/2020,79.17
Argentina,ARG,30/12/2020,79.17
Argentina,ARG,31/12/2020,79.17
Argentina,ARG,1/01/2021,79.17
Argentina,ARG,2/01/2021,79.17
Argentina,ARG,3/01/2021,79.17
Argentina,ARG,4/01/2021,79.17
Argentina,ARG,5/01/2021,79.17
Argentina,ARG,6/01/2021,79.17
Argentina,ARG,7/01/2021,79.17
Argentina,ARG,8/01/2021,79.17
Argentina,ARG,9/01/2021,79.17
Argentina,ARG,10/01/2021,79.17
Argentina,ARG,11/01/2021,79.17
Argentina,ARG,12/01/2021,79.17
Argentina,ARG,13/01/2021,79.17
Argentina,ARG,14/01/2021,79.17
Argentina,ARG,15/01/2021,79.17
Argentina,ARG,16/01/2021,79.17
Argentina,ARG,17/01/2021,79.17
Argentina,ARG,18/01/2021,79.17
Argentina,ARG,19/01/2021,79.17
Argentina,ARG,20/01/2021,79.17
Argentina,ARG,21/01/2021,79.17
Argentina,ARG,22/01/2021,79.17
Argentina,ARG,23/01/2021,79.17
Argentina,ARG,24/01/2021,79.17
Argentina,ARG,25/01/2021,79.17
Argentina,ARG,26/01/2021,79.17
Argentina,ARG,27/01/2021,79.17
Argentina,ARG,28/01/2021,79.17
Argentina,ARG,29/01/2021,79.17
Argentina,ARG,30/01/2021,79.17
Argentina,ARG,31/01/2021,79.17
Argentina,ARG,1/02/2021,79.17
Argentina,ARG,2/02/2021,79.17
Argentina,ARG,3/02/2021,79.17
Argentina,ARG,4/02/2021,79.17
Argentina,ARG,5/02/2021,79.17
Argentina,ARG,6/02/2021,79.17
Argentina,ARG,7/02/2021,79.17
Argentina,ARG,8/02/2021,79.17
Argentina,ARG,9/02/2021,79.17
Argentina,ARG,10/02/2021,79.17
Argentina,ARG,11/02/2021,79.17
Argentina,ARG,12/02/2021,79.17
Argentina,ARG,13/02/2021,79.17
Argentina,ARG,14/02/2021,79.17
Argentina,ARG,15/02/2021,79.17
Argentina,ARG,16/02/2021,79.17
Argentina,ARG,17/02/2021,79.17
Argentina,ARG,18/02/2021,77.31
Argentina,ARG,19/02/2021,77.31
Argentina,ARG,20/02/2021,77.31
Argentina,ARG,21/02/2021,77.31
Argentina,ARG,22/02/2021,77.31
Argentina,ARG,23/02/2021,77.31
Argentina,ARG,24/02/2021,77.31
Argentina,ARG,25/02/2021,77.31
Argentina,ARG,26/02/2021,77.31
Argentina,ARG,27/02/2021,77.31
Argentina,ARG,28/02/2021,77.31
Argentina,ARG,1/03/2021,77.31
Argentina,ARG,2/03/2021,77.31
Argentina,ARG,3/03/2021,77.31
Argentina,ARG,4/03/2021,77.31
Argentina,ARG,5/03/2021,77.31
Argentina,ARG,6/03/2021,77.31
Argentina,ARG,7/03/2021,77.31
Argentina,ARG,8/03/2021,71.76
Argentina,ARG,9/03/2021,71.76
Argentina,ARG,10/03/2021,71.76
Argentina,ARG,11/03/2021,71.76
Argentina,ARG,12/03/2021,71.76
Argentina,ARG,13/03/2021,71.76
Argentina,ARG,14/03/2021,71.76
Argentina,ARG,15/03/2021,71.76
Argentina,ARG,16/03/2021,70.37
Argentina,ARG,17/03/2021,70.37
Argentina,ARG,18/03/2021,70.37
Argentina,ARG,19/03/2021,70.37
Argentina,ARG,20/03/2021,70.37
Argentina,ARG,21/03/2021,70.37
Argentina,ARG,22/03/2021,70.37
Aruba,ABW,21/01/2020,0
Aruba,ABW,22/01/2020,0
Aruba,ABW,23/01/2020,0
Aruba,ABW,24/01/2020,0
Aruba,ABW,25/01/2020,0
Aruba,ABW,26/01/2020,0
Aruba,ABW,27/01/2020,0
Aruba,ABW,28/01/2020,0
Aruba,ABW,29/01/2020,0
Aruba,ABW,30/01/2020,0
Aruba,ABW,31/01/2020,0
Aruba,ABW,1/02/2020,0
Aruba,ABW,2/02/2020,0
Aruba,ABW,3/02/2020,0
Aruba,ABW,4/02/2020,0
Aruba,ABW,5/02/2020,0
Aruba,ABW,6/02/2020,0
Aruba,ABW,7/02/2020,0
Aruba,ABW,8/02/2020,0
Aruba,ABW,9/02/2020,0
Aruba,ABW,10/02/2020,0
Aruba,ABW,11/02/2020,0
Aruba,ABW,12/02/2020,0
Aruba,ABW,13/02/2020,0
Aruba,ABW,14/02/2020,0
Aruba,ABW,15/02/2020,0
Aruba,ABW,16/02/2020,0
Aruba,ABW,17/02/2020,0
Aruba,ABW,18/02/2020,0
Aruba,ABW,19/02/2020,0
Aruba,ABW,20/02/2020,0
Aruba,ABW,21/02/2020,0
Aruba,ABW,22/02/2020,0
Aruba,ABW,23/02/2020,0
Aruba,ABW,24/02/2020,0
Aruba,ABW,25/02/2020,0
Aruba,ABW,26/02/2020,0
Aruba,ABW,27/02/2020,0
Aruba,ABW,28/02/2020,0
Aruba,ABW,29/02/2020,0
Aruba,ABW,1/03/2020,0
Aruba,ABW,2/03/2020,0
Aruba,ABW,3/03/2020,0
Aruba,ABW,4/03/2020,0
Aruba,ABW,5/03/2020,0
Aruba,ABW,6/03/2020,0
Aruba,ABW,7/03/2020,0
Aruba,ABW,8/03/2020,0
Aruba,ABW,9/03/2020,0
Aruba,ABW,10/03/2020,0
Aruba,ABW,11/03/2020,0
Aruba,ABW,12/03/2020,0
Aruba,ABW,13/03/2020,0
Aruba,ABW,14/03/2020,0
Aruba,ABW,15/03/2020,0
Aruba,ABW,16/03/2020,11.11
Aruba,ABW,17/03/2020,22.22
Aruba,ABW,18/03/2020,33.33
Aruba,ABW,19/03/2020,33.33
Aruba,ABW,20/03/2020,33.33
Aruba,ABW,21/03/2020,44.44
Aruba,ABW,22/03/2020,44.44
Aruba,ABW,23/03/2020,44.44
Aruba,ABW,24/03/2020,44.44
Aruba,ABW,25/03/2020,44.44
Aruba,ABW,26/03/2020,44.44
Aruba,ABW,27/03/2020,44.44
Aruba,ABW,28/03/2020,44.44
Aruba,ABW,29/03/2020,85.19
Aruba,ABW,30/03/2020,85.19
Aruba,ABW,31/03/2020,85.19
Aruba,ABW,1/04/2020,85.19
