Entity,Code,Day,stringency_index
Afghanistan,AFG,12/03/2020,27.78
Afghanistan,AFG,13/03/2020,27.78
Afghanistan,AFG,14/03/2020,38.89
Afghanistan,AFG,15/03/2020,38.89
Afghanistan,AFG,16/03/2020,38.89
Afghanistan,AFG,17/03/2020,38.89
Afghanistan,AFG,18/03/2020,41.67
Afghanistan,AFG,19/03/2020,41.67
Afghanistan,AFG,20/03/2020,41.67
Afghanistan,AFG,21/03/2020,41.67
Afghanistan,AFG,22/03/2020,41.67
Afghanistan,AFG,23/03/2020,41.67
Afghanistan,AFG,24/03/2020,50.93
Afghanistan,AFG,25/03/2020,59.26
Afghanistan,AFG,26/03/2020,59.26
Afghanistan,AFG,27/03/2020,59.26
Afghanistan,AFG,28/03/2020,67.59
Afghanistan,AFG,29/03/2020,67.59
Afghanistan,AFG,30/03/2020,67.59
Afghanistan,AFG,31/03/2020,67.59
Afghanistan,AFG,1/04/2020,67.59
Afghanistan,AFG,2/04/2020,67.59
Afghanistan,AFG,3/04/2020,67.59
Afghanistan,AFG,4/04/2020,67.59
Afghanistan,AFG,5/04/2020,78.7
Afghanistan,AFG,6/04/2020,78.7
Afghanistan,AFG,7/04/2020,78.7
Afghanistan,AFG,8/04/2020,78.7
Afghanistan,AFG,9/04/2020,78.7
Afghanistan,AFG,10/04/2020,78.7
Afghanistan,AFG,11/04/2020,78.7
Afghanistan,AFG,12/04/2020,84.26
Afghanistan,AFG,13/04/2020,84.26
Afghanistan,AFG,14/04/2020,84.26
Afghanistan,AFG,15/04/2020,84.26
Afghanistan,AFG,16/04/2020,84.26
Afghanistan,AFG,17/04/2020,84.26
Afghanistan,AFG,18/04/2020,84.26
Afghanistan,AFG,19/04/2020,84.26
Afghanistan,AFG,20/04/2020,84.26
Afghanistan,AFG,21/04/2020,84.26
Afghanistan,AFG,22/04/2020,84.26
Afghanistan,AFG,23/04/2020,84.26
Afghanistan,AFG,24/04/2020,84.26
Afghanistan,AFG,25/04/2020,84.26
Afghanistan,AFG,26/04/2020,84.26
Afghanistan,AFG,27/04/2020,84.26
Afghanistan,AFG,28/04/2020,84.26
Afghanistan,AFG,29/04/2020,84.26
Afghanistan,AFG,30/04/2020,84.26
Afghanistan,AFG,1/05/2020,84.26
Afghanistan,AFG,2/05/2020,84.26
Afghanistan,AFG,3/05/2020,84.26
Afghanistan,AFG,4/05/2020,84.26
Afghanistan,AFG,5/05/2020,84.26
Afghanistan,AFG,6/05/2020,84.26
Afghanistan,AFG,7/05/2020,84.26
Afghanistan,AFG,8/05/2020,84.26
Afghanistan,AFG,9/05/2020,84.26
Afghanistan,AFG,10/05/2020,84.26
Afghanistan,AFG,11/05/2020,84.26
Afghanistan,AFG,12/05/2020,84.26
Afghanistan,AFG,13/05/2020,84.26
Afghanistan,AFG,14/05/2020,84.26
Afghanistan,AFG,15/05/2020,84.26
Afghanistan,AFG,16/05/2020,84.26
Afghanistan,AFG,17/05/2020,84.26
Afghanistan,AFG,18/05/2020,84.26
Afghanistan,AFG,19/05/2020,84.26
Afghanistan,AFG,20/05/2020,84.26
Afghanistan,AFG,21/05/2020,84.26
Afghanistan,AFG,22/05/2020,84.26
Afghanistan,AFG,23/05/2020,84.26
Afghanistan,AFG,24/05/2020,84.26
Afghanistan,AFG,25/05/2020,84.26
Afghanistan,AFG,26/05/2020,84.26
Afghanistan,AFG,27/05/2020,84.26
Afghanistan,AFG,28/05/2020,84.26
Afghanistan,AFG,29/05/2020,84.26
Afghanistan,AFG,30/05/2020,84.26
Afghanistan,AFG,31/05/2020,84.26
Afghanistan,AFG,1/06/2020,84.26
Afghanistan,AFG,2/06/2020,84.26
Afghanistan,AFG,3/06/2020,84.26
Afghanistan,AFG,4/06/2020,84.26
Afghanistan,AFG,5/06/2020,84.26
Afghanistan,AFG,6/06/2020,84.26
Afghanistan,AFG,7/06/2020,84.26
Afghanistan,AFG,8/06/2020,84.26
Afghanistan,AFG,9/06/2020,78.7
Afghanistan,AFG,10/06/2020,78.7
Afghanistan,AFG,11/06/2020,78.7
Afghanistan,AFG,12/06/2020,78.7
Afghanistan,AFG,13/06/2020,78.7
Afghanistan,AFG,14/06/2020,78.7
Afghanistan,AFG,15/06/2020,78.7
Afghanistan,AFG,16/06/2020,78.7
Afghanistan,AFG,17/06/2020,78.7
Afghanistan,AFG,18/06/2020,78.7
Afghanistan,AFG,19/06/2020,78.7
Afghanistan,AFG,20/06/2020,78.7
Afghanistan,AFG,21/06/2020,78.7
Afghanistan,AFG,22/06/2020,78.7
Afghanistan,AFG,23/06/2020,78.7
Afghanistan,AFG,24/06/2020,78.7
Afghanistan,AFG,25/06/2020,78.7
Afghanistan,AFG,26/06/2020,78.7
Afghanistan,AFG,27/06/2020,78.7
Afghanistan,AFG,28/06/2020,78.7
Afghanistan,AFG,29/06/2020,78.7
Afghanistan,AFG,30/06/2020,78.7
Afghanistan,AFG,1/07/2020,78.7
Afghanistan,AFG,2/07/2020,78.7
Afghanistan,AFG,3/07/2020,78.7
Afghanistan,AFG,4/07/2020,78.7
Afghanistan,AFG,5/07/2020,78.7
Afghanistan,AFG,6/07/2020,78.7
Afghanistan,AFG,7/07/2020,78.7
Afghanistan,AFG,8/07/2020,78.7
Afghanistan,AFG,9/07/2020,78.7
Afghanistan,AFG,10/07/2020,78.7
Afghanistan,AFG,11/07/2020,78.7
Afghanistan,AFG,12/07/2020,78.7
Afghanistan,AFG,13/07/2020,78.7
Afghanistan,AFG,14/07/2020,78.7
Afghanistan,AFG,15/07/2020,78.7
Afghanistan,AFG,16/07/2020,78.7
Afghanistan,AFG,17/07/2020,78.7
Afghanistan,AFG,18/07/2020,78.7
Afghanistan,AFG,19/07/2020,78.7
Afghanistan,AFG,20/07/2020,78.7
Afghanistan,AFG,21/07/2020,78.7
Afghanistan,AFG,22/07/2020,78.7
Afghanistan,AFG,23/07/2020,78.7
Afghanistan,AFG,24/07/2020,78.7
Afghanistan,AFG,25/07/2020,78.7
Afghanistan,AFG,26/07/2020,78.7
Afghanistan,AFG,27/07/2020,78.7
Afghanistan,AFG,28/07/2020,78.7
Afghanistan,AFG,29/07/2020,78.7
Afghanistan,AFG,30/07/2020,78.7
Afghanistan,AFG,31/07/2020,78.7
Afghanistan,AFG,1/08/2020,78.7
Afghanistan,AFG,2/08/2020,78.7
Afghanistan,AFG,3/08/2020,78.7
Afghanistan,AFG,4/08/2020,75
Afghanistan,AFG,5/08/2020,71.3
Afghanistan,AFG,6/08/2020,71.3
Afghanistan,AFG,7/08/2020,71.3
Afghanistan,AFG,8/08/2020,71.3
Afghanistan,AFG,9/08/2020,71.3
Afghanistan,AFG,10/08/2020,71.3
Afghanistan,AFG,11/08/2020,71.3
Afghanistan,AFG,12/08/2020,71.3
Afghanistan,AFG,13/08/2020,71.3
Afghanistan,AFG,14/08/2020,71.3
Afghanistan,AFG,15/08/2020,60.19
Afghanistan,AFG,16/08/2020,60.19
Afghanistan,AFG,17/08/2020,60.19
Afghanistan,AFG,18/08/2020,48.15
Afghanistan,AFG,19/08/2020,48.15
Afghanistan,AFG,20/08/2020,48.15
Afghanistan,AFG,21/08/2020,48.15
Afghanistan,AFG,22/08/2020,48.15
Afghanistan,AFG,23/08/2020,48.15
Afghanistan,AFG,24/08/2020,48.15
Afghanistan,AFG,25/08/2020,48.15
Afghanistan,AFG,26/08/2020,21.3
Afghanistan,AFG,27/08/2020,21.3
Afghanistan,AFG,28/08/2020,21.3
Afghanistan,AFG,29/08/2020,21.3
Afghanistan,AFG,30/08/2020,21.3
Afghanistan,AFG,31/08/2020,21.3
Afghanistan,AFG,1/09/2020,21.3
Afghanistan,AFG,2/09/2020,21.3
Afghanistan,AFG,3/09/2020,21.3
Afghanistan,AFG,4/09/2020,21.3
Afghanistan,AFG,5/09/2020,21.3
Afghanistan,AFG,6/09/2020,21.3
Afghanistan,AFG,7/09/2020,21.3
Afghanistan,AFG,8/09/2020,21.3
Afghanistan,AFG,9/09/2020,21.3
Afghanistan,AFG,10/09/2020,21.3
Afghanistan,AFG,11/09/2020,21.3
Afghanistan,AFG,12/09/2020,21.3
Afghanistan,AFG,13/09/2020,21.3
Afghanistan,AFG,14/09/2020,21.3
Afghanistan,AFG,15/09/2020,21.3
Afghanistan,AFG,16/09/2020,21.3
Afghanistan,AFG,17/09/2020,21.3
Afghanistan,AFG,18/09/2020,21.3
Afghanistan,AFG,19/09/2020,21.3
Afghanistan,AFG,20/09/2020,21.3
Afghanistan,AFG,21/09/2020,21.3
Afghanistan,AFG,22/09/2020,28.7
Afghanistan,AFG,23/09/2020,28.7
Afghanistan,AFG,24/09/2020,28.7
Afghanistan,AFG,25/09/2020,28.7
Afghanistan,AFG,26/09/2020,28.7
Afghanistan,AFG,27/09/2020,28.7
Afghanistan,AFG,28/09/2020,28.7
Afghanistan,AFG,29/09/2020,28.7
Afghanistan,AFG,30/09/2020,28.7
Afghanistan,AFG,1/10/2020,28.7
Afghanistan,AFG,2/10/2020,28.7
Afghanistan,AFG,3/10/2020,25
Afghanistan,AFG,4/10/2020,25
Afghanistan,AFG,5/10/2020,25
Afghanistan,AFG,6/10/2020,16.67
Afghanistan,AFG,7/10/2020,16.67
Afghanistan,AFG,8/10/2020,16.67
Afghanistan,AFG,9/10/2020,16.67
Afghanistan,AFG,10/10/2020,16.67
Afghanistan,AFG,11/10/2020,16.67
Afghanistan,AFG,12/10/2020,16.67
Afghanistan,AFG,13/10/2020,16.67
Afghanistan,AFG,14/10/2020,16.67
Afghanistan,AFG,15/10/2020,16.67
Afghanistan,AFG,16/10/2020,16.67
Afghanistan,AFG,17/10/2020,16.67
Afghanistan,AFG,18/10/2020,16.67
Afghanistan,AFG,19/10/2020,16.67
Afghanistan,AFG,20/10/2020,16.67
Afghanistan,AFG,21/10/2020,16.67
Afghanistan,AFG,22/10/2020,16.67
Afghanistan,AFG,23/10/2020,16.67
Afghanistan,AFG,24/10/2020,16.67
Afghanistan,AFG,25/10/2020,16.67
Afghanistan,AFG,26/10/2020,16.67
Afghanistan,AFG,27/10/2020,9.26
Afghanistan,AFG,28/10/2020,9.26
Afghanistan,AFG,29/10/2020,9.26
Afghanistan,AFG,30/10/2020,9.26
Afghanistan,AFG,31/10/2020,9.26
Afghanistan,AFG,1/11/2020,9.26
Afghanistan,AFG,2/11/2020,9.26
Afghanistan,AFG,3/11/2020,9.26
Afghanistan,AFG,4/11/2020,9.26
Afghanistan,AFG,5/11/2020,9.26
Afghanistan,AFG,6/11/2020,9.26
Afghanistan,AFG,7/11/2020,9.26
Afghanistan,AFG,8/11/2020,9.26
Afghanistan,AFG,9/11/2020,12.04
Afghanistan,AFG,10/11/2020,12.04
Afghanistan,AFG,11/11/2020,12.04
Afghanistan,AFG,12/11/2020,12.04
Afghanistan,AFG,13/11/2020,12.04
Afghanistan,AFG,14/11/2020,12.04
Afghanistan,AFG,15/11/2020,12.04
Afghanistan,AFG,16/11/2020,12.04
Afghanistan,AFG,17/11/2020,12.04
Afghanistan,AFG,18/11/2020,12.04
Afghanistan,AFG,19/11/2020,12.04
Afghanistan,AFG,20/11/2020,12.04
Afghanistan,AFG,21/11/2020,12.04
Afghanistan,AFG,22/11/2020,12.04
Afghanistan,AFG,23/11/2020,12.04
Afghanistan,AFG,24/11/2020,12.04
Afghanistan,AFG,25/11/2020,12.04
Afghanistan,AFG,26/11/2020,12.04
Afghanistan,AFG,27/11/2020,12.04
Afghanistan,AFG,28/11/2020,12.04
Afghanistan,AFG,29/11/2020,12.04
Afghanistan,AFG,30/11/2020,12.04
Afghanistan,AFG,1/12/2020,12.04
Afghanistan,AFG,2/12/2020,12.04
Afghanistan,AFG,3/12/2020,12.04
Afghanistan,AFG,4/12/2020,12.04
Afghanistan,AFG,5/12/2020,12.04
Afghanistan,AFG,6/12/2020,12.04
Afghanistan,AFG,7/12/2020,12.04
Afghanistan,AFG,8/12/2020,12.04
Afghanistan,AFG,9/12/2020,12.04
Afghanistan,AFG,10/12/2020,12.04
Afghanistan,AFG,11/12/2020,12.04
Afghanistan,AFG,12/12/2020,12.04
Afghanistan,AFG,13/12/2020,12.04
Afghanistan,AFG,14/12/2020,12.04
Afghanistan,AFG,15/12/2020,12.04
Afghanistan,AFG,16/12/2020,12.04
Afghanistan,AFG,17/12/2020,12.04
Afghanistan,AFG,18/12/2020,12.04
Afghanistan,AFG,19/12/2020,12.04
Afghanistan,AFG,20/12/2020,12.04
Afghanistan,AFG,21/12/2020,12.04
Afghanistan,AFG,22/12/2020,12.04
Afghanistan,AFG,23/12/2020,12.04
Afghanistan,AFG,24/12/2020,12.04
Afghanistan,AFG,25/12/2020,12.04
Afghanistan,AFG,26/12/2020,12.04
Afghanistan,AFG,27/12/2020,12.04
Afghanistan,AFG,28/12/2020,12.04
Afghanistan,AFG,29/12/2020,12.04
Afghanistan,AFG,30/12/2020,12.04
Afghanistan,AFG,31/12/2020,12.04
Afghanistan,AFG,1/01/2021,12.04
Afghanistan,AFG,2/01/2021,12.04
Afghanistan,AFG,3/01/2021,12.04
Afghanistan,AFG,4/01/2021,12.04
Afghanistan,AFG,5/01/2021,12.04
Afghanistan,AFG,6/01/2021,12.04
Afghanistan,AFG,7/01/2021,12.04
Afghanistan,AFG,8/01/2021,12.04
Afghanistan,AFG,9/01/2021,12.04
Afghanistan,AFG,10/01/2021,12.04
Afghanistan,AFG,11/01/2021,12.04
Afghanistan,AFG,12/01/2021,12.04
Afghanistan,AFG,13/01/2021,12.04
Afghanistan,AFG,14/01/2021,12.04
Afghanistan,AFG,15/01/2021,12.04
Afghanistan,AFG,16/01/2021,12.04
Afghanistan,AFG,17/01/2021,12.04
Afghanistan,AFG,18/01/2021,12.04
Afghanistan,AFG,19/01/2021,12.04
Afghanistan,AFG,20/01/2021,12.04
Afghanistan,AFG,21/01/2021,12.04
Afghanistan,AFG,22/01/2021,12.04
Afghanistan,AFG,23/01/2021,12.04
Afghanistan,AFG,24/01/2021,12.04
Afghanistan,AFG,25/01/2021,12.04
Afghanistan,AFG,26/01/2021,12.04
Afghanistan,AFG,27/01/2021,12.04
Afghanistan,AFG,28/01/2021,12.04
Afghanistan,AFG,29/01/2021,12.04
Afghanistan,AFG,30/01/2021,12.04
Afghanistan,AFG,31/01/2021,12.04
Afghanistan,AFG,1/02/2021,12.04
Afghanistan,AFG,2/02/2021,12.04
Afghanistan,AFG,3/02/2021,12.04
Afghanistan,AFG,4/02/2021,12.04
Afghanistan,AFG,5/02/2021,12.04
Afghanistan,AFG,6/02/2021,12.04
Afghanistan,AFG,7/02/2021,12.04
Afghanistan,AFG,8/02/2021,12.04
Afghanistan,AFG,9/02/2021,12.04
Afghanistan,AFG,10/02/2021,12.04
Afghanistan,AFG,11/02/2021,12.04
Afghanistan,AFG,12/02/2021,12.04
Afghanistan,AFG,13/02/2021,12.04
Afghanistan,AFG,14/02/2021,12.04
Afghanistan,AFG,15/02/2021,12.04
Afghanistan,AFG,16/02/2021,12.04
Afghanistan,AFG,17/02/2021,12.04
Afghanistan,AFG,18/02/2021,12.04
Afghanistan,AFG,19/02/2021,12.04
Afghanistan,AFG,20/02/2021,12.04
Afghanistan,AFG,21/02/2021,12.04
Afghanistan,AFG,22/02/2021,12.04
Afghanistan,AFG,23/02/2021,12.04
Afghanistan,AFG,24/02/2021,12.04
Afghanistan,AFG,25/02/2021,12.04
Afghanistan,AFG,26/02/2021,12.04
Afghanistan,AFG,27/02/2021,12.04
Afghanistan,AFG,28/02/2021,12.04
Afghanistan,AFG,1/03/2021,12.04
Albania,ALB,21/01/2020,0
Albania,ALB,22/01/2020,0
Albania,ALB,23/01/2020,0
Albania,ALB,24/01/2020,0
Albania,ALB,25/01/2020,0
Albania,ALB,26/01/2020,0
Albania,ALB,27/01/2020,0
Albania,ALB,28/01/2020,0
Albania,ALB,29/01/2020,0
Albania,ALB,30/01/2020,0
Albania,ALB,31/01/2020,0
Albania,ALB,1/02/2020,0
Albania,ALB,2/02/2020,0
Albania,ALB,3/02/2020,0
Albania,ALB,4/02/2020,0
Albania,ALB,5/02/2020,0
Albania,ALB,6/02/2020,0
Albania,ALB,7/02/2020,0
Albania,ALB,8/02/2020,0
Albania,ALB,9/02/2020,0
Albania,ALB,10/02/2020,0
Albania,ALB,11/02/2020,0
Albania,ALB,12/02/2020,0
Albania,ALB,13/02/2020,0
Albania,ALB,14/02/2020,5.56
Albania,ALB,15/02/2020,5.56
Albania,ALB,16/02/2020,5.56
Albania,ALB,17/02/2020,5.56
Albania,ALB,18/02/2020,5.56
Albania,ALB,19/02/2020,5.56
Albania,ALB,20/02/2020,5.56
Albania,ALB,21/02/2020,5.56
Albania,ALB,22/02/2020,5.56
Albania,ALB,23/02/2020,5.56
Albania,ALB,24/02/2020,5.56
Albania,ALB,25/02/2020,8.33
Albania,ALB,26/02/2020,8.33
Albania,ALB,27/02/2020,8.33
Albania,ALB,28/02/2020,8.33
Albania,ALB,29/02/2020,8.33
Albania,ALB,1/03/2020,8.33
Albania,ALB,2/03/2020,8.33
Albania,ALB,3/03/2020,8.33
Albania,ALB,4/03/2020,8.33
Albania,ALB,5/03/2020,8.33
Albania,ALB,6/03/2020,8.33
Albania,ALB,7/03/2020,8.33
Albania,ALB,8/03/2020,8.33
Albania,ALB,9/03/2020,36.11
Albania,ALB,10/03/2020,41.67
Albania,ALB,11/03/2020,51.85
Albania,ALB,12/03/2020,51.85
Albania,ALB,13/03/2020,78.7
Albania,ALB,14/03/2020,78.7
Albania,ALB,15/03/2020,81.48
Albania,ALB,16/03/2020,81.48
Albania,ALB,17/03/2020,81.48
Albania,ALB,18/03/2020,81.48
Albania,ALB,19/03/2020,81.48
Albania,ALB,20/03/2020,81.48
Albania,ALB,21/03/2020,81.48
Albania,ALB,22/03/2020,81.48
Albania,ALB,23/03/2020,84.26
Albania,ALB,24/03/2020,84.26
Albania,ALB,25/03/2020,84.26
Albania,ALB,26/03/2020,84.26
Albania,ALB,27/03/2020,84.26
Albania,ALB,28/03/2020,84.26
Albania,ALB,29/03/2020,84.26
Albania,ALB,30/03/2020,84.26
Albania,ALB,31/03/2020,84.26
Albania,ALB,1/04/2020,84.26
Albania,ALB,2/04/2020,84.26
Albania,ALB,3/04/2020,84.26
Albania,ALB,4/04/2020,84.26
Albania,ALB,5/04/2020,84.26
Albania,ALB,6/04/2020,84.26
Albania,ALB,7/04/2020,84.26
Albania,ALB,8/04/2020,84.26
Albania,ALB,9/04/2020,84.26
Albania,ALB,10/04/2020,84.26
Albania,ALB,11/04/2020,84.26
Albania,ALB,12/04/2020,84.26
Albania,ALB,13/04/2020,84.26
Albania,ALB,14/04/2020,84.26
Albania,ALB,15/04/2020,84.26
Albania,ALB,16/04/2020,84.26
Albania,ALB,17/04/2020,84.26
Albania,ALB,18/04/2020,89.81
Albania,ALB,19/04/2020,89.81
Albania,ALB,20/04/2020,89.81
Albania,ALB,21/04/2020,89.81
Albania,ALB,22/04/2020,89.81
Albania,ALB,23/04/2020,89.81
Albania,ALB,24/04/2020,89.81
Albania,ALB,25/04/2020,89.81
Albania,ALB,26/04/2020,89.81
Albania,ALB,27/04/2020,89.81
Albania,ALB,28/04/2020,89.81
Albania,ALB,29/04/2020,89.81
Albania,ALB,30/04/2020,89.81
Albania,ALB,1/05/2020,89.81
Albania,ALB,2/05/2020,89.81
Albania,ALB,3/05/2020,89.81
Albania,ALB,4/05/2020,89.81
Albania,ALB,5/05/2020,89.81
Albania,ALB,6/05/2020,89.81
Albania,ALB,7/05/2020,89.81
Albania,ALB,8/05/2020,89.81
Albania,ALB,9/05/2020,89.81
Albania,ALB,10/05/2020,89.81
Albania,ALB,11/05/2020,89.81
Albania,ALB,12/05/2020,89.81
Albania,ALB,13/05/2020,89.81
Albania,ALB,14/05/2020,89.81
Albania,ALB,15/05/2020,89.81
Albania,ALB,16/05/2020,89.81
Albania,ALB,17/05/2020,89.81
Albania,ALB,18/05/2020,83.33
Albania,ALB,19/05/2020,83.33
Albania,ALB,20/05/2020,83.33
Albania,ALB,21/05/2020,83.33
Albania,ALB,22/05/2020,83.33
Albania,ALB,23/05/2020,83.33
Albania,ALB,24/05/2020,83.33
Albania,ALB,25/05/2020,83.33
Albania,ALB,26/05/2020,86.11
Albania,ALB,27/05/2020,86.11
Albania,ALB,28/05/2020,86.11
Albania,ALB,29/05/2020,86.11
Albania,ALB,30/05/2020,86.11
Albania,ALB,31/05/2020,86.11
Albania,ALB,1/06/2020,71.3
Albania,ALB,2/06/2020,71.3
Albania,ALB,3/06/2020,71.3
Albania,ALB,4/06/2020,71.3
Albania,ALB,5/06/2020,71.3
Albania,ALB,6/06/2020,71.3
Albania,ALB,7/06/2020,71.3
Albania,ALB,8/06/2020,71.3
Albania,ALB,9/06/2020,71.3
Albania,ALB,10/06/2020,71.3
Albania,ALB,11/06/2020,71.3
Albania,ALB,12/06/2020,71.3
Albania,ALB,13/06/2020,71.3
Albania,ALB,14/06/2020,71.3
Albania,ALB,15/06/2020,71.3
Albania,ALB,16/06/2020,71.3
Albania,ALB,17/06/2020,71.3
Albania,ALB,18/06/2020,71.3
Albania,ALB,19/06/2020,71.3
Albania,ALB,20/06/2020,71.3
Albania,ALB,21/06/2020,71.3
Albania,ALB,22/06/2020,68.52
Albania,ALB,23/06/2020,68.52
Albania,ALB,24/06/2020,68.52
Albania,ALB,25/06/2020,68.52
Albania,ALB,26/06/2020,68.52
Albania,ALB,27/06/2020,68.52
Albania,ALB,28/06/2020,68.52
Albania,ALB,29/06/2020,68.52
Albania,ALB,30/06/2020,68.52
Albania,ALB,1/07/2020,68.52
Albania,ALB,2/07/2020,68.52
Albania,ALB,3/07/2020,68.52
Albania,ALB,4/07/2020,68.52
Albania,ALB,5/07/2020,68.52
Albania,ALB,6/07/2020,62.96
Albania,ALB,7/07/2020,62.96
Albania,ALB,8/07/2020,62.96
Albania,ALB,9/07/2020,62.96
Albania,ALB,10/07/2020,62.96
Albania,ALB,11/07/2020,62.96
Albania,ALB,12/07/2020,62.96
Albania,ALB,13/07/2020,62.96
Albania,ALB,14/07/2020,62.96
Albania,ALB,15/07/2020,62.96
Albania,ALB,16/07/2020,62.96
Albania,ALB,17/07/2020,62.96
Albania,ALB,18/07/2020,62.96
Albania,ALB,19/07/2020,62.96
Albania,ALB,20/07/2020,62.96
Albania,ALB,21/07/2020,62.96
Albania,ALB,22/07/2020,62.96
Albania,ALB,23/07/2020,62.96
Albania,ALB,24/07/2020,62.96
Albania,ALB,25/07/2020,62.96
Albania,ALB,26/07/2020,62.96
Albania,ALB,27/07/2020,62.96
Albania,ALB,28/07/2020,62.96
Albania,ALB,29/07/2020,62.96
Albania,ALB,30/07/2020,62.96
Albania,ALB,31/07/2020,62.96
Albania,ALB,1/08/2020,62.96
Albania,ALB,2/08/2020,62.96
Albania,ALB,3/08/2020,62.96
Albania,ALB,4/08/2020,62.96
Albania,ALB,5/08/2020,62.96
Albania,ALB,6/08/2020,62.96
Albania,ALB,7/08/2020,57.41
Albania,ALB,8/08/2020,57.41
Albania,ALB,9/08/2020,57.41
Albania,ALB,10/08/2020,57.41
Albania,ALB,11/08/2020,57.41
Albania,ALB,12/08/2020,57.41
Albania,ALB,13/08/2020,57.41
Albania,ALB,14/08/2020,57.41
Albania,ALB,15/08/2020,57.41
Albania,ALB,16/08/2020,57.41
Albania,ALB,17/08/2020,57.41
Albania,ALB,18/08/2020,57.41
Albania,ALB,19/08/2020,57.41
Albania,ALB,20/08/2020,57.41
Albania,ALB,21/08/2020,57.41
Albania,ALB,22/08/2020,57.41
Albania,ALB,23/08/2020,57.41
Albania,ALB,24/08/2020,57.41
Albania,ALB,25/08/2020,57.41
Albania,ALB,26/08/2020,57.41
Albania,ALB,27/08/2020,57.41
Albania,ALB,28/08/2020,54.63
Albania,ALB,29/08/2020,54.63
Albania,ALB,30/08/2020,54.63
Albania,ALB,31/08/2020,54.63
Albania,ALB,1/09/2020,54.63
Albania,ALB,2/09/2020,54.63
Albania,ALB,3/09/2020,54.63
Albania,ALB,4/09/2020,54.63
Albania,ALB,5/09/2020,54.63
Albania,ALB,6/09/2020,54.63
Albania,ALB,7/09/2020,54.63
Albania,ALB,8/09/2020,54.63
Albania,ALB,9/09/2020,54.63
Albania,ALB,10/09/2020,54.63
Albania,ALB,11/09/2020,54.63
Albania,ALB,12/09/2020,54.63
Albania,ALB,13/09/2020,54.63
Albania,ALB,14/09/2020,54.63
Albania,ALB,15/09/2020,54.63
Albania,ALB,16/09/2020,54.63
Albania,ALB,17/09/2020,54.63
Albania,ALB,18/09/2020,54.63
Albania,ALB,19/09/2020,54.63
Albania,ALB,20/09/2020,54.63
Albania,ALB,21/09/2020,54.63
Albania,ALB,22/09/2020,54.63
Albania,ALB,23/09/2020,54.63
Albania,ALB,24/09/2020,54.63
Albania,ALB,25/09/2020,54.63
Albania,ALB,26/09/2020,54.63
Albania,ALB,27/09/2020,54.63
Albania,ALB,28/09/2020,54.63
Albania,ALB,29/09/2020,54.63
Albania,ALB,30/09/2020,54.63
Albania,ALB,1/10/2020,54.63
Albania,ALB,2/10/2020,54.63
Albania,ALB,3/10/2020,54.63
Albania,ALB,4/10/2020,54.63
Albania,ALB,5/10/2020,54.63
Albania,ALB,6/10/2020,54.63
Albania,ALB,7/10/2020,54.63
Albania,ALB,8/10/2020,54.63
Albania,ALB,9/10/2020,54.63
Albania,ALB,10/10/2020,54.63
Albania,ALB,11/10/2020,54.63
Albania,ALB,12/10/2020,54.63
Albania,ALB,13/10/2020,54.63
Albania,ALB,14/10/2020,54.63
Albania,ALB,15/10/2020,54.63
Albania,ALB,16/10/2020,54.63
Albania,ALB,17/10/2020,54.63
