"","[0,5)","[5,10)","[10,15)","[15,20)","[20,25)","[25,30)","[30,35)","[35,40)","[40,45)","[45,50)","[50,55)","[55,60)","[60,65)","[65,70)","[70,75)","75+"
"[0,5)",0.276923076923077,0.0461538461538462,0.0615384615384615,0.0307692307692308,0.0307692307692308,0.723076923076923,1.12307692307692,0.6,0.0769230769230769,0.0923076923076923,0.215384615384615,0.461538461538462,0.553846153846154,0.384615384615385,0.0923076923076923,0.0461538461538462
"[5,10)",0.173913043478261,1.32608695652174,0.217391304347826,0,0,0.260869565217391,0.782608695652174,1.08695652173913,0.130434782608696,0.108695652173913,0.0217391304347826,0.260869565217391,0.58695652173913,0.608695652173913,0.130434782608696,0.0652173913043478
"[10,15)",0,0.03125,2.625,0.140625,0.046875,0.171875,0.359375,0.859375,0.625,0.4375,0.15625,0.0625,0.125,0.46875,0.078125,0.203125
"[15,20)",0,0.0465116279069767,0.0697674418604651,1.88372093023256,0.0930232558139535,0.209302325581395,0.13953488372093,0.790697674418605,0.697674418604651,0.604651162790698,0.27906976744186,0.302325581395349,0.209302325581395,0.209302325581395,0.13953488372093,0.534883720930233
"[20,25)",0.114285714285714,0,0,0.0285714285714286,1.05714285714286,1.02857142857143,0.171428571428571,0.571428571428571,0.285714285714286,0.942857142857143,0.428571428571429,0.342857142857143,0.285714285714286,0.0285714285714286,0.0571428571428571,0.114285714285714
"[25,30)",0.140350877192982,0.0350877192982456,0,0.0175438596491228,0.350877192982456,1.21052631578947,0.456140350877193,0.894736842105263,0.333333333333333,0.684210526315789,0.508771929824561,0.789473684210526,0.210526315789474,0.105263157894737,0.0350877192982456,0.0350877192982456
"[30,35)",0.380952380952381,0.349206349206349,0.0476190476190476,0.0158730158730159,0.0634920634920635,0.571428571428571,1.38095238095238,1.53968253968254,0.365079365079365,0.603174603174603,0.46031746031746,0.634920634920635,0.46031746031746,0.111111111111111,0.0476190476190476,0.126984126984127
"[35,40)",0.0909090909090909,0.287878787878788,0.348484848484849,0.0303030303030303,0.0454545454545455,0.666666666666667,0.818181818181818,1.68181818181818,0.666666666666667,0.787878787878788,0.242424242424242,0.378787878787879,0.515151515151515,0.272727272727273,0.136363636363636,0.0454545454545455
"[40,45)",0.0416666666666667,0.0833333333333333,0.354166666666667,0.291666666666667,0.125,0.479166666666667,0.458333333333333,1.66666666666667,1.04166666666667,1.39583333333333,0.25,0.4375,0.1875,0.354166666666667,0.270833333333333,0.125
"[45,50)",0.0461538461538462,0.0923076923076923,0.215384615384615,0.138461538461538,0.369230769230769,0.323076923076923,0.4,0.569230769230769,0.846153846153846,1.13846153846154,0.753846153846154,0.384615384615385,0.138461538461538,0.169230769230769,0.246153846153846,0.446153846153846
"[50,55)",0.0652173913043478,0.0652173913043478,0.108695652173913,0.152173913043478,0.173913043478261,0.630434782608696,0.152173913043478,0.760869565217391,0.565217391304348,1.06521739130435,1,0.978260869565217,0.152173913043478,0.260869565217391,0.173913043478261,0.347826086956522
"[55,60)",0.103448275862069,0.0862068965517241,0.0344827586206897,0,0.103448275862069,0.586206896551724,0.448275862068966,0.775862068965517,0.327586206896552,0.827586206896552,0.724137931034483,1.86206896551724,0.879310344827586,0.327586206896552,0.982758620689655,0.844827586206897
"[60,65)",0.0363636363636364,0.0363636363636364,0.109090909090909,0.0363636363636364,0.0727272727272727,0.236363636363636,0.381818181818182,0.672727272727273,0.327272727272727,0.218181818181818,0.436363636363636,1.23636363636364,1.21818181818182,0.727272727272727,0.218181818181818,0.236363636363636
"[65,70)",0.0740740740740741,0.148148148148148,0.0555555555555556,0.037037037037037,0.0185185185185185,0.222222222222222,0.296296296296296,0.574074074074074,0.62962962962963,0.574074074074074,0.333333333333333,0.907407407407407,0.814814814814815,2.77777777777778,0.592592592592593,0.814814814814815
"[70,75)",0,0.116883116883117,0.0779220779220779,0.0909090909090909,0.0909090909090909,0.168831168831169,0.038961038961039,0.337662337662338,0.428571428571429,0.636363636363636,0.532467532467532,0.376623376623377,0.649350649350649,1.20779220779221,1,1
"75+",0,0.0204081632653061,0.0408163265306122,0.0408163265306122,0.122448979591837,0.163265306122449,0.0408163265306122,0.163265306122449,0.285714285714286,0.428571428571429,0.387755102040816,0.530612244897959,0.653061224489796,0.693877551020408,0.63265306122449,2.83673469387755
