country,R0,dose,Reff,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70+
Puerto Rico,1.5000000000000009,0.2,1.1517696964863315,0.006275799538642353,0.0,0.3465787921565224,1.0,0.34832610829493493,0.0,0.0,0.0
Puerto Rico,1.5000000000000009,0.2,1.1522995854585507,0.005543641394084045,0.0,0.30561289429349886,0.9090561172287484,0.4539117257725966,0.0,0.0,0.0
Puerto Rico,1.5000000000000009,0.2,1.1535939254257934,0.02211121001880871,0.05664890306641494,0.223289487444246,0.9065057449261578,0.44959767755346774,0.0,0.0,0.0
Puerto Rico,1.5000000000000009,0.2,1.153753103941032,0.0016560831145252496,0.12369989307939738,0.3250746129509064,0.9970567562844788,0.24682231190183646,0.0,0.0,0.0
Puerto Rico,1.5000000000000009,0.2,1.1538478496455133,0.022054374653797556,0.0,0.2270109577458242,0.8791061092075074,0.5256912799630692,0.0,0.0,0.0
Puerto Rico,1.5000000000000009,0.2,1.154049536842965,0.030330886716638486,0.05639239156435001,0.12745542137058974,1.0,0.41682361136422363,0.019045011852352647,0.0,0.0
Puerto Rico,1.5000000000000009,0.2,1.1548027192567454,0.014177491422776514,0.054552707385588615,0.19058286858595605,1.0,0.34386832015137625,0.056484487751712435,0.0,0.0
Puerto Rico,1.5000000000000009,0.2,1.1551666613841798,0.008999907045478692,0.0804446595461957,0.4290945101069254,1.0,0.20748466415985836,0.0,0.0,0.0
Puerto Rico,1.5000000000000009,0.2,1.1557636425844207,0.007563287351855953,0.0,0.007921056539537839,1.0,0.5790441122451855,0.0,0.0,0.01244701478282397
Puerto Rico,1.5000000000000009,0.2,1.155905884207444,0.0300823308984149,0.028337219503536754,0.3371327690381781,0.8929236559163016,0.3860745253434904,0.015088339829313858,0.0,0.0
Puerto Rico,1.5000000000000009,0.2,1.1561052140849457,0.0017219207444951104,0.11694491361663084,0.05183810105186884,0.9015724804449093,0.5020884519867491,0.02725645298682656,0.0,0.0
Puerto Rico,1.5000000000000009,0.2,1.1567245478987846,0.0658017983808283,0.0,0.13230100879896273,1.0,0.4500270217025504,0.016814621423294693,0.0,0.0
Puerto Rico,1.5000000000000009,0.2,1.1569410944255762,0.04694475546952245,0.02049867011558721,0.4090481408290548,0.9454000701044929,0.3037386851075057,0.0,0.0,0.0
Puerto Rico,1.5000000000000009,0.2,1.157493695614721,0.07866208663321737,0.03364653214107908,0.3073188439236572,1.0,0.2998873678714765,0.0,0.0,0.0
Puerto Rico,1.5000000000000009,0.2,1.1576982722879752,0.0587467283020605,0.07317571297106755,0.09228639149204254,1.0,0.39458711351085685,0.03251761386984054,0.0,0.0
Puerto Rico,1.5000000000000009,0.2,1.157998622255543,0.011737377727728772,0.028792748908599477,0.07202621609305589,0.7557553248618532,0.7179573979482592,0.0,0.0,0.0
Puerto Rico,1.5000000000000009,0.2,1.1580919077569236,0.0204707103405346,0.17028604493069235,0.11791978344146968,0.9269584566185015,0.38069002624104814,0.016180968052974726,0.0,0.0
Puerto Rico,1.5000000000000009,0.2,1.1583879943584066,0.01037086546378326,0.0,0.26662636318436983,1.0,0.2862953331474297,0.11315689619249666,0.0,0.0
Puerto Rico,1.5000000000000009,0.2,1.1584756982335722,0.005783589006168051,0.17137599221791922,0.10665398765449581,0.8286466361091259,0.49502229626698624,0.0,0.0,0.0
Puerto Rico,1.5000000000000009,0.2,1.158738721296716,0.08345779927106266,0.05255367226471377,0.3344205345798226,1.0,0.2587089789913637,0.0,0.0,0.0
Puerto Rico,1.5000000000000009,0.2,1.1587464767939095,0.03875687398232184,0.0,0.39749943282112565,1.0,0.2712407003788509,0.0,0.02289707668338797,0.0
Puerto Rico,1.5000000000000009,0.2,1.1588878270359197,0.02824835810013545,0.11783779734872085,0.4196304413189951,0.9308841147951936,0.2231698198414273,0.0,0.0,0.0
Puerto Rico,1.5000000000000009,0.2,1.159942729683398,0.027859449981928682,0.008327448012678615,0.0,0.8455268760982745,0.6719264259340831,0.032876734895777,0.0,0.0
Puerto Rico,1.5000000000000009,0.2,1.160259524684377,0.013996302739963759,0.0,0.42443586697977737,0.9319347112596438,0.31364761087349996,0.0,0.0,0.028003572529826194
Puerto Rico,1.5000000000000009,0.2,1.1602671575080845,0.0341293155604497,0.03334961334929707,0.028305441827437765,0.7693511399294257,0.7203055894769995,0.0,0.0,0.0
Puerto Rico,1.5000000000000009,0.2,1.1602810841935318,0.05785395442519322,0.1892651527085966,0.11411587411383792,1.0,0.298312521916011,0.0,0.0,0.0
Puerto Rico,1.5000000000000009,0.2,1.1605352904374548,0.0018443957624368124,0.1614744829330228,0.21560779633232116,0.7226612209849318,0.5163869241364565,0.0,0.0,0.0
Puerto Rico,1.5000000000000009,0.2,1.1608635080566214,0.051644526136713616,0.0,0.41631790378425654,0.9294661524360439,0.30810521306776295,0.0,0.02326860767575391,0.0
Puerto Rico,1.5000000000000009,0.2,1.1610819987585599,0.05339864263467276,0.1684979686864968,0.24781149391798393,0.8958687729109726,0.3112947596091951,0.0,0.0,0.0
Puerto Rico,1.5000000000000009,0.2,1.1615040555922944,0.06843823620929615,0.023920670785539278,0.3931937514366727,1.0,0.20243003357896927,0.04927308208476395,0.0,0.0
Puerto Rico,1.5000000000000009,0.2,1.1622865001785105,0.023368654141680864,0.056293503535417025,0.0,0.8392006101273075,0.578999898571167,0.08441493520518464,0.0,0.0
Puerto Rico,1.5000000000000009,0.2,1.1625575106801007,0.09413958448296449,0.14655909306816178,0.1597149556318466,0.9184679221809126,0.35340845380936137,0.0,0.0,0.0
