x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
0.17876051530634746,0.0857473003352506,0.03059662654952432,0.016914706550509764,0.013473000644014006,0.04774605987156353,0.0607378979302326,0.055818701165012044,0.041996641879816554,0.037789670309111324,0.030059641764546854,0.02141361476083276,0.025886172338670795,0.012607608835152478,0.0044257909674085775,0.003934029081382051
0.13827112633418534,0.43659035950474945,0.13973898900258394,0.02118539235361818,0.029147230146958726,0.030987871947558563,0.06898457935284112,0.07785655338746832,0.08755091809371109,0.04541858057790461,0.037392508831764884,0.021618707514509894,0.019200564601284567,0.016846359459366453,0.007978892460425005,0.004255401379009691
0.03483691716740365,0.10359042424427872,0.703923028773921,0.09050324333095018,0.018463759445535743,0.024159682696710184,0.04010502068061951,0.05563304503195744,0.10350084331049951,0.06612120888498703,0.03520260250790695,0.014939674313367658,0.008108594521197983,0.005913258927308068,0.0036758921152009634,0.007841888559698109
0.027513674891693318,0.029369187078585098,0.12248041230302992,0.3782787329717421,0.0856588554671959,0.03502622892082488,0.03137552949854683,0.039691087368431195,0.0509740465467142,0.09165464935367115,0.03742642573807526,0.025716054290100893,0.0078371197031298,0.004715109047616508,0.0023448636203504134,0.005210798330888353
0.06299095110650299,0.003213630485251639,0.03784103170073397,0.20809521486372343,0.4905176939168453,0.22893602886361067,0.12958009071135904,0.07902687521123894,0.09915864814422158,0.11216923746644335,0.10037764159150554,0.050319116716764076,0.01097666633085768,0.013758290856478379,0.008210537329701173,0.007298241798285862
0.18585361127485506,0.07872062570998513,0.011035100209294225,0.0770592617602768,0.30977563454922297,0.37831636198615004,0.24315626949121621,0.19072225217219538,0.152017535936706,0.17445595890111568,0.18864086730189056,0.08649893166101601,0.04481380408338905,0.016048623569310427,0.00638489302102519,0.012769762235766258
0.25398993784775076,0.10413431495145561,0.09825311068365639,0.02470002384464365,0.16354184526833446,0.19361290119365676,0.33001439155542317,0.254719769604739,0.18713843807117042,0.20969573836413602,0.16680163450005783,0.15513216156884013,0.10602218322581702,0.02743525788892809,0.010232839392844873,0.027287520842947572
0.20788805351744818,0.19232022153706554,0.19658007728491478,0.09060079317569569,0.1713939455735289,0.29222750160856964,0.3441868695305821,0.43488512819932157,0.37441754630500795,0.28358411591426846,0.30244159104109897,0.10235966988512031,0.07526982856029553,0.04459905011017919,0.03412228452094823,0.009099258908777825
0.05333350090280611,0.09251172568083076,0.200468986163571,0.14263090800943626,0.12741587600002754,0.15037730343942252,0.16894294255734427,0.19611809421826074,0.4247781487629479,0.3363592520835186,0.3177222972627553,0.11118265852611367,0.03620701804605183,0.04950799552845694,0.022979362024266307,0.041581625191202266
0.05682934729437793,0.08214631983218043,0.12897153783481766,0.1418479289322377,0.1820883018081959,0.09753378271318147,0.18433703021248327,0.1504605816387981,0.2694000462850512,0.27079606983637977,0.205267005973902,0.09477627093720835,0.07575763354121019,0.022507985855419202,0.013991764736176557,0.02611791215002384
0.075148360219758,0.056485671474976774,0.05116370349866332,0.12951454588857378,0.1478502539171809,0.21741318373941207,0.25899320238136464,0.15474802228714177,0.29878319055654146,0.3707259133753843,0.36568338297371455,0.30794762874549525,0.14470184992505028,0.04092476291639453,0.029603244846229615,0.03453705460087441
0.04149292741871812,0.03148827165212857,0.035312344632915285,0.04623558843192033,0.0830928148310858,0.1640431724844466,0.2089830977583119,0.19072238159757396,0.2538033626659777,0.23987710627111083,0.33955379156669124,0.2854466681872131,0.1190767602277973,0.061626756326447284,0.02681656888619415,0.043417221064797895
0.1437904642502611,0.0548718315316651,0.02447442850822586,0.025636125052042182,0.08244508679654461,0.1184550889773097,0.188022462507086,0.18188885972847385,0.17150942570668554,0.14025879305170819,0.1601389747126352,0.20965750679974965,0.33651032607665304,0.14095135483155208,0.08071695294362445,0.05097903313624049
0.02778355320840407,0.05301236277912048,0.07566416482473688,0.029720857283041472,0.0843365960222308,0.10217941347872717,0.10561096093684785,0.09399249665818563,0.08922167768424319,0.08877964524609465,0.0961724899782456,0.1270919151143288,0.1522652265615177,0.20219904482216564,0.12723323122203328,0.06840483549751852
0.08806730000108591,0.0,0.0,0.019626686717330855,0.055693142804426714,0.11335961054525734,0.0334761796321105,0.09715239434948891,0.18517428826780202,0.11108309284013855,0.06627045068584622,0.06294552286546491,0.1956668094358034,0.3270016346838118,0.3740275627159492,0.1409376594369769
0.07705903115951948,0.0334164447822933,0.0655806961490975,0.10304029736056011,0.03248772720169664,0.05667991093908716,0.058583423571306616,0.05667233568953802,0.029459600781333087,0.0,0.14496688113218667,0.0550774351862984,0.0,0.028612696376524423,0.0853760158705467,0.09486206300766857
