"","[0,5)","[5,10)","[10,15)","[15,20)","[20,25)","[25,30)","[30,35)","[35,40)","[40,45)","[45,50)","[50,55)","[55,60)","[60,65)","[65,70)","[70,75)","75+"
"[0,5)",4.67948717948718,1.64102564102564,0.397435897435897,0.192307692307692,0.243589743589744,0.615384615384615,0.974358974358974,1.29487179487179,1.28205128205128,0.730769230769231,0.512820512820513,0.641025641025641,0.474358974358974,0.525641025641026,0.371794871794872,0.461538461538462
"[5,10)",1.03658536585366,9.23170731707317,1.84146341463415,0.231707317073171,0.353658536585366,0.536585365853659,0.768292682926829,1.35365853658537,1.6219512195122,0.658536585365854,0.560975609756098,0.426829268292683,0.414634146341463,0.451219512195122,0.378048780487805,0.451219512195122
"[10,15)",0.204301075268817,1.24731182795699,14.5591397849462,2.59139784946237,0.645161290322581,0.462365591397849,0.516129032258065,0.946236559139785,1.72043010752688,1.39784946236559,0.838709677419355,0.419354838709677,0.182795698924731,0.365591397849462,0.354838709677419,0.354838709677419
"[15,20)",0.114285714285714,0.242857142857143,1.25714285714286,17.5285714285714,1.6,0.871428571428571,0.528571428571429,0.671428571428571,1.24285714285714,2.01428571428571,1.21428571428571,0.542857142857143,0.257142857142857,0.0428571428571429,0.0857142857142857,0.3
"[20,25)",0.584905660377358,0.188679245283019,0.433962264150943,1.09433962264151,4.9622641509434,3.0377358490566,1.39622641509434,1.16981132075472,1.11320754716981,1.58490566037736,1.41509433962264,0.886792452830189,0.622641509433962,0.207547169811321,0.226415094339623,0.377358490566038
"[25,30)",0.105263157894737,0.236842105263158,0.342105263157895,0.815789473684211,3.42105263157895,3.44736842105263,2.97368421052632,1.55263157894737,1.23684210526316,1.07894736842105,1,0.921052631578947,0.526315789473684,0.263157894736842,0.210526315789474,0.578947368421053
"[30,35)",0.88,0.86,0.36,0.56,0.88,1.66,2.54,2.42,1.6,1.02,1.1,0.8,0.8,0.58,0.3,0.26
"[35,40)",0.875,0.946428571428571,0.392857142857143,0.696428571428571,0.75,1.51785714285714,2.32142857142857,3.08928571428571,3.17857142857143,1.60714285714286,1.16071428571429,0.821428571428571,0.839285714285714,0.696428571428571,0.428571428571429,0.446428571428571
"[40,45)",0.745762711864407,1,0.915254237288136,1.30508474576271,1.1864406779661,1.13559322033898,1.94915254237288,2.05084745762712,3.10169491525424,1.96610169491525,2.01694915254237,0.728813559322034,0.983050847457627,0.508474576271186,0.610169491525424,0.457627118644068
"[45,50)",1.08333333333333,0.916666666666667,0.666666666666667,2.21666666666667,0.666666666666667,1,1.76666666666667,1.75,1.83333333333333,1.58333333333333,1.63333333333333,1.06666666666667,0.55,0.25,0.25,0.65
"[50,55)",0.166666666666667,1.07407407407407,3.14814814814815,2.51851851851852,0.740740740740741,1.24074074074074,1.01851851851852,1.5,1.72222222222222,1.57407407407407,1.62962962962963,1.68518518518519,0.722222222222222,0.259259259259259,0.351851851851852,0.611111111111111
"[55,60)",0.431372549019608,1.11764705882353,1.31372549019608,0.431372549019608,0.803921568627451,1.17647058823529,1.17647058823529,1.31372549019608,1.64705882352941,1.41176470588235,1.3921568627451,1.84313725490196,1.31372549019608,0.843137254901961,0.627450980392157,0.941176470588235
"[60,65)",0.425531914893617,0.276595744680851,1.34042553191489,0.829787234042553,0.638297872340426,1.14893617021277,1.4468085106383,1.48936170212766,1.29787234042553,1.5531914893617,1.31914893617021,1.53191489361702,0.936170212765957,1.1063829787234,0.531914893617021,1.17021276595745
"[65,70)",0.25,0.321428571428571,0.178571428571429,0.142857142857143,0.214285714285714,0.607142857142857,1.14285714285714,1.17857142857143,0.892857142857143,1,0.892857142857143,0.714285714285714,1.17857142857143,1.21428571428571,0.571428571428571,0.821428571428571
"[70,75)",0.230769230769231,0.153846153846154,0.230769230769231,0.384615384615385,0.307692307692308,0.615384615384615,0.461538461538462,0.769230769230769,1.15384615384615,1,0.538461538461538,0.923076923076923,1.07692307692308,1.69230769230769,0.615384615384615,0.769230769230769
"75+",0.1,0.4,0.2,0.4,0.1,0.5,0.2,0.1,0.6,1,0.8,0.9,0.5,1.1,0.8,0.6
