"","[0,5)","[5,10)","[10,15)","[15,20)","[20,25)","[25,30)","[30,35)","[35,40)","[40,45)","[45,50)","[50,55)","[55,60)","[60,65)","[65,70)","[70,75)","75+"
"[0,5)",1.36486486486486,0.743243243243243,0.418918918918919,0.135135135135135,0.337837837837838,1.08108108108108,1.45945945945946,0.77027027027027,0.378378378378378,0.256756756756757,0.405405405405405,0.391891891891892,0.243243243243243,0.162162162162162,0.0810810810810811,0.148648648648649
"[5,10)",0.657894736842105,3.27631578947368,0.763157894736842,0.25,0.171052631578947,0.605263157894737,1.28947368421053,1.19736842105263,0.815789473684211,0.407894736842105,0.302631578947368,0.302631578947368,0.289473684210526,0.157894736842105,0.131578947368421,0.0657894736842105
"[10,15)",0.432835820895522,0.776119402985075,5.59701492537313,1.34328358208955,0.701492537313433,0.283582089552239,0.567164179104478,1.14925373134328,1.14925373134328,0.895522388059702,0.208955223880597,0.343283582089552,0.343283582089552,0.164179104477612,0.104477611940299,0.194029850746269
"[15,20)",0.28,0.68,0.813333333333333,6.38666666666667,1.66666666666667,0.72,0.373333333333333,0.733333333333333,1.14666666666667,1.26666666666667,0.506666666666667,0.2,0.0933333333333333,0.133333333333333,0.0666666666666667,0.08
"[20,25)",0.104166666666667,0.583333333333333,0.458333333333333,2.02083333333333,4.39583333333333,1.77083333333333,1.29166666666667,0.5625,0.958333333333333,1.16666666666667,0.770833333333333,0.354166666666667,0.125,0.166666666666667,0.125,0.1875
"[25,30)",0.441860465116279,0.0930232558139535,0.0697674418604651,0.348837209302326,0.906976744186046,2.27906976744186,1.37209302325581,1.09302325581395,0.581395348837209,1.04651162790698,0.767441860465116,0.395348837209302,0.13953488372093,0.0697674418604651,0.0232558139534884,0.27906976744186
"[30,35)",0.795454545454545,0.681818181818182,0.340909090909091,0.545454545454545,0.840909090909091,1.15909090909091,2.06818181818182,2.18181818181818,1.56818181818182,0.772727272727273,0.590909090909091,0.863636363636364,0.386363636363636,0.318181818181818,0.0909090909090909,0.340909090909091
"[35,40)",0.743589743589744,0.692307692307692,1.12820512820513,0.435897435897436,0.461538461538462,1.15384615384615,1.46153846153846,1.66666666666667,1.64102564102564,0.82051282051282,0.692307692307692,0.282051282051282,0.512820512820513,0.256410256410256,0.205128205128205,0.128205128205128
"[40,45)",0.184210526315789,0.210526315789474,0.894736842105263,0.921052631578947,0.552631578947368,0.894736842105263,0.578947368421053,1.28947368421053,1.42105263157895,1.42105263157895,0.815789473684211,0.236842105263158,0.289473684210526,0.236842105263158,0.184210526315789,0.631578947368421
"[45,50)",0.22,0.06,0.26,0.76,0.8,1.08,1.06,1.46,1,1.98,0.86,0.72,0.18,0.38,0.22,0.68
"[50,55)",0.388888888888889,0.388888888888889,0.314814814814815,0.333333333333333,0.925925925925926,1.2962962962963,0.740740740740741,0.833333333333333,1.09259259259259,1.12962962962963,1.48148148148148,1.03703703703704,0.851851851851852,0.259259259259259,0.166666666666667,0.611111111111111
"[55,60)",0.461538461538462,0.230769230769231,0.134615384615385,0.269230769230769,0.711538461538462,1.13461538461538,1.76923076923077,1.26923076923077,1.36538461538462,1.05769230769231,1.46153846153846,1.57692307692308,0.807692307692308,0.423076923076923,0.384615384615385,0.692307692307692
"[60,65)",0.341463414634146,0.0731707317073171,0.0975609756097561,0.0731707317073171,0.268292682926829,0.536585365853659,1.19512195121951,0.75609756097561,1.07317073170732,0.829268292682927,0.51219512195122,0.878048780487805,1.41463414634146,0.878048780487805,0.682926829268293,0.439024390243902
"[65,70)",0.318181818181818,0.590909090909091,0.181818181818182,0.0909090909090909,0.227272727272727,0.272727272727273,0.409090909090909,0.909090909090909,0.727272727272727,0.272727272727273,0.363636363636364,0.363636363636364,0.590909090909091,0.909090909090909,0.590909090909091,0.772727272727273
"[70,75)",0.1875,0.25,0.375,0.5,0,0.375,0.375,0.6875,0.8125,1.1875,0.75,0.5625,1.375,0.75,0.9375,0.75
"75+",0,0,0.181818181818182,0.0909090909090909,0.181818181818182,0.181818181818182,0.181818181818182,0.272727272727273,0.181818181818182,0.545454545454545,0.363636363636364,0.181818181818182,0.272727272727273,0.363636363636364,0.272727272727273,0.818181818181818
