country,R0,HIT,optimum,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70+
Latvia,2.999999999999998,0.9523809523809524,0.779101511754183,0.4957992129294709,1.0,1.0,1.0,1.0,1.0,0.8324529990830088,0.0
Latvia,2.999999999999998,0.9523809523809524,0.7793814471615426,0.463051030107867,0.816775793881618,1.0,1.0,1.0,1.0,1.0,0.0
Latvia,2.999999999999998,0.9523809523809524,0.7795592450664832,0.5003680231423436,0.777469973944115,1.0,1.0,1.0,1.0,1.0,0.0
Latvia,2.999999999999998,0.9523809523809524,0.7803605484454669,0.441361072688694,1.0,1.0,1.0,1.0,1.0,0.8871629081148413,0.0
Latvia,2.999999999999998,0.9523809523809524,0.7808709741931872,0.4908743998998931,1.0,1.0,1.0,1.0,1.0,0.8498861058923541,0.0
Latvia,2.999999999999998,0.9523809523809524,0.781044270989084,0.5905921468673033,1.0,1.0,1.0,1.0,1.0,0.7683675253681056,0.0
Latvia,2.999999999999998,0.9523809523809524,0.7810727579064707,0.35224025508258083,0.9556727949304167,1.0,1.0,1.0,1.0,1.0,0.0
Latvia,2.999999999999998,0.9523809523809524,0.7812992011242833,0.4310561192572253,0.8711664489787773,1.0,1.0,1.0,1.0,1.0,0.0
Latvia,2.999999999999998,0.9523809523809524,0.78183220929822,0.5460356251967549,0.7499109865794304,1.0,1.0,1.0,1.0,1.0,0.0
Latvia,2.999999999999998,0.9523809523809524,0.7819635994025839,0.565835016898832,0.729426726300306,1.0,1.0,1.0,1.0,1.0,0.0
Latvia,2.999999999999998,0.9523809523809524,0.782767951113858,0.43424487963910663,1.0,1.0,1.0,1.0,1.0,0.9112265356319708,0.0
Latvia,2.999999999999998,0.9523809523809524,0.7828158897348643,0.32780105236912405,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Latvia,2.999999999999998,0.9523809523809524,0.7842941912196245,0.3667058913151715,0.9719439802790121,1.0,1.0,1.0,1.0,1.0,0.0
Latvia,2.999999999999998,0.9523809523809524,0.7847689400319917,0.34553154814348075,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Latvia,2.999999999999998,0.9523809523809524,0.7858188905774126,0.4901635605143396,0.9105058514734871,1.0,1.0,1.0,0.9576905409696822,1.0,0.0
Latvia,2.999999999999998,0.9523809523809524,0.786118463982418,0.3631557331851434,0.9940850950192918,1.0,1.0,1.0,1.0,1.0,0.0
Latvia,2.999999999999998,0.9523809523809524,0.7866754377898142,0.36283942315756024,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Latvia,2.999999999999998,0.9523809523809524,0.7869877030929019,0.41998460309844576,0.9373884100749055,1.0,1.0,1.0,1.0,1.0,0.0019715777381492106
Latvia,2.999999999999998,0.9523809523809524,0.793676182028369,0.5829281630428527,0.9173388986551689,1.0,1.0,1.0,0.9359576981601148,1.0,0.0
Latvia,2.999999999999998,0.9523809523809524,0.7947952582690836,0.4365540852468942,1.0,1.0,1.0,1.0,1.0,1.0,0.0
