"","[0,5)","[5,10)","[10,15)","[15,20)","[20,25)","[25,30)","[30,35)","[35,40)","[40,45)","[45,50)","[50,55)","[55,60)","[60,65)","[65,70)","[70,75)","75+"
"[0,5)",2.01675977653631,2.27932960893855,1.15642458100559,1.68715083798883,0.843575418994413,2.93296089385475,1.1731843575419,0.782122905027933,0.513966480446927,1.81005586592179,0.201117318435754,0.329608938547486,0.245810055865922,0.0614525139664804,0.0614525139664804,0.541899441340782
"[5,10)",2.10852713178295,7.48837209302326,1.90697674418605,2.1937984496124,0.542635658914729,2.27131782945736,0.767441860465116,0.705426356589147,0.441860465116279,2.12403100775194,0.27906976744186,0.255813953488372,0.294573643410853,0.248062015503876,0.124031007751938,1.0077519379845
"[10,15)",1.28181818181818,6.10909090909091,2.21818181818182,5.18181818181818,0.545454545454545,2.45454545454545,0.718181818181818,0.636363636363636,0.409090909090909,2.46363636363636,0.372727272727273,0.318181818181818,0.363636363636364,0.181818181818182,0.118181818181818,1.21818181818182
"[15,20)",1.10576923076923,2.22115384615385,1.30769230769231,7.69230769230769,1.11538461538462,4.63461538461539,0.596153846153846,0.778846153846154,0.384615384615385,3.60576923076923,0.423076923076923,0.278846153846154,0.365384615384615,0.221153846153846,0.125,1.20192307692308
"[20,25)",1.58620689655172,0.913793103448276,0.620689655172414,3.36206896551724,1.56896551724138,5.6551724137931,0.655172413793103,0.517241379310345,0.293103448275862,3.08620689655172,0.413793103448276,0.241379310344828,0.431034482758621,0.120689655172414,0.0517241379310345,1.27586206896552
"[25,30)",1.40540540540541,1.62162162162162,0.756756756756757,1.7027027027027,0.810810810810811,3.75675675675676,0.72972972972973,0.756756756756757,0.189189189189189,2.27027027027027,0.297297297297297,0.297297297297297,0.486486486486487,0.162162162162162,0.027027027027027,0.972972972972973
"[30,35)",1.65217391304348,2.21739130434783,1.1304347826087,2.34782608695652,0.891304347826087,5.54347826086957,1.8695652173913,1,0.521739130434783,4.04347826086957,0.456521739130435,0.347826086956522,0.456521739130435,0.130434782608696,0.282608695652174,1.02173913043478
"[35,40)",1.07894736842105,2.05263157894737,2.28947368421053,3.39473684210526,0.894736842105263,6.47368421052632,1.55263157894737,1.44736842105263,0.842105263157895,6.36842105263158,0.157894736842105,0.421052631578947,0.631578947368421,0.236842105263158,0.105263157894737,2.18421052631579
"[40,45)",1.28571428571429,1.42857142857143,1.19047619047619,3.04761904761905,0.523809523809524,4.09523809523809,1,0.80952380952381,0.857142857142857,5.04761904761905,0.333333333333333,0.19047619047619,0.0476190476190476,0.380952380952381,0.19047619047619,1.42857142857143
"[45,50)",1.46875,1.34375,0.9375,1.8125,1.25,2.71875,1.03125,0.59375,0.3125,3.21875,0.34375,0.34375,0.25,0.1875,0.125,1.03125
"[50,55)",1.9375,1.5625,0.6875,1.8125,0.5625,5.0625,0.4375,0.6875,1,4.25,0.5625,0.5625,0.75,0.125,0.1875,1.5625
"[55,60)",0.785714285714286,1.92857142857143,0.571428571428571,2.35714285714286,0.571428571428571,3.07142857142857,1.14285714285714,0.285714285714286,0.0714285714285714,3.14285714285714,0.428571428571429,0.285714285714286,0.357142857142857,0.285714285714286,0.0714285714285714,1.64285714285714
"[60,65)",1.35,1.15,0.9,1.9,0.9,2.15,1.3,0.55,0.15,3.3,0.35,0.7,0.9,0.4,0.05,3.5
"[65,70)",1.53846153846154,1.69230769230769,1.15384615384615,2.61538461538462,0.846153846153846,4,1.23076923076923,1.15384615384615,0.307692307692308,6.07692307692308,0.461538461538462,0.923076923076923,0.384615384615385,0.307692307692308,0.384615384615385,2.30769230769231
"[70,75)",1.16666666666667,2,2.83333333333333,5.83333333333333,1.83333333333333,2.83333333333333,0.5,0.666666666666667,0.666666666666667,4,0.5,0.5,1,0.166666666666667,0.5,4.16666666666667
"75+",1.57142857142857,1.85714285714286,0,1.85714285714286,0.857142857142857,5.14285714285714,0.142857142857143,0.571428571428571,0,6.57142857142857,0.285714285714286,0.571428571428571,0.285714285714286,0,0,6.42857142857143
