"","[0,5)","[5,10)","[10,15)","[15,20)","[20,25)","[25,30)","[30,35)","[35,40)","[40,45)","[45,50)","[50,55)","[55,60)","[60,65)","[65,70)","[70,75)","75+"
"[0,5)",2.33673469387755,1.05102040816327,0.479591836734694,0.183673469387755,0.346938775510204,0.785714285714286,1.29591836734694,1.44897959183673,0.826530612244898,0.36734693877551,0.326530612244898,0.326530612244898,0.397959183673469,0.23469387755102,0.122448979591837,0.153061224489796
"[5,10)",0.884210526315789,8.75789473684211,1.75789473684211,0.515789473684211,0.242105263157895,0.778947368421053,0.936842105263158,1.78947368421053,1.29473684210526,0.568421052631579,0.368421052631579,0.326315789473684,0.242105263157895,0.115789473684211,0.0842105263157895,0.189473684210526
"[10,15)",0.205357142857143,1.71428571428571,11.6517857142857,2.32142857142857,0.366071428571429,0.357142857142857,0.660714285714286,1.14285714285714,1.59821428571429,1.01785714285714,0.428571428571429,0.3125,0.160714285714286,0.214285714285714,0.125,0.160714285714286
"[15,20)",0.194444444444444,0.25,1.63888888888889,11.7777777777778,2.12962962962963,0.916666666666667,0.777777777777778,0.944444444444444,1.36111111111111,1.36111111111111,0.694444444444444,0.398148148148148,0.12962962962963,0.101851851851852,0.111111111111111,0.166666666666667
"[20,25)",0.111111111111111,0.222222222222222,0.425925925925926,2.88888888888889,3.77777777777778,2.31481481481481,1.48148148148148,1.40740740740741,1.18518518518519,1.66666666666667,1.27777777777778,0.518518518518518,0.240740740740741,0.203703703703704,0.222222222222222,0.203703703703704
"[25,30)",0.76056338028169,1.23943661971831,0.957746478873239,1.45070422535211,1.80281690140845,3.08450704225352,2.16901408450704,1.90140845070423,1.40845070422535,1.11267605633803,1.38028169014085,1.05633802816901,0.535211267605634,0.267605633802817,0.183098591549296,0.394366197183099
"[30,35)",1.47826086956522,2.23913043478261,1.23913043478261,0.695652173913043,0.847826086956522,2.47826086956522,3.47826086956522,3.10869565217391,2.47826086956522,1.47826086956522,1.23913043478261,0.782608695652174,0.282608695652174,0.41304347826087,0.195652173913043,0.282608695652174
"[35,40)",0.724137931034483,1.08620689655172,0.620689655172414,0.362068965517241,0.637931034482759,1.13793103448276,1.72413793103448,2.58620689655172,2.36206896551724,1.8448275862069,1,0.741379310344828,0.620689655172414,0.310344827586207,0.206896551724138,0.0517241379310345
"[40,45)",0.794117647058823,1.16176470588235,1.52941176470588,1.38235294117647,0.661764705882353,1.44117647058824,2.55882352941176,2.72058823529412,3.54411764705882,2.36764705882353,1.36764705882353,0.617647058823529,0.455882352941176,0.5,0.279411764705882,0.441176470588235
"[45,50)",0.611940298507463,0.283582089552239,0.656716417910448,1.86567164179104,1.34328358208955,1.29850746268657,1.80597014925373,1.74626865671642,1.62686567164179,2.46268656716418,2.02985074626866,0.776119402985075,0.462686567164179,0.358208955223881,0.283582089552239,0.641791044776119
"[50,55)",0.26984126984127,1.01587301587302,0.53968253968254,0.46031746031746,0.793650793650794,1.52380952380952,1.65079365079365,1.63492063492063,1.9047619047619,1.96825396825397,2.12698412698413,1.19047619047619,0.666666666666667,0.333333333333333,0.26984126984127,1.12698412698413
"[55,60)",0.467532467532468,0.441558441558442,0.155844155844156,1.44155844155844,0.571428571428571,1.24675324675325,1.28571428571429,1.02597402597403,1.09090909090909,1.03896103896104,1.06493506493506,1.09090909090909,0.649350649350649,0.428571428571429,0.25974025974026,0.376623376623377
"[60,65)",0.523076923076923,0.353846153846154,0.153846153846154,0.276923076923077,0.523076923076923,0.907692307692308,1.4,1.27692307692308,1.13846153846154,0.8,0.938461538461538,0.953846153846154,1.12307692307692,0.8,0.630769230769231,0.476923076923077
"[65,70)",0.241379310344828,0.172413793103448,0.0689655172413793,0.103448275862069,0.310344827586207,0.689655172413793,1.03448275862069,1.41379310344828,1.17241379310345,0.689655172413793,0.931034482758621,1.06896551724138,1.06896551724138,1.17241379310345,0.413793103448276,0.517241379310345
"[70,75)",0,0.136363636363636,0.227272727272727,0.272727272727273,0.0454545454545455,0.318181818181818,0.454545454545455,0.5,0.818181818181818,0.545454545454545,0.318181818181818,0.272727272727273,0.545454545454545,0.409090909090909,0.863636363636364,0.681818181818182
"75+",0.111111111111111,0.277777777777778,0.111111111111111,0.0555555555555556,0.222222222222222,0.333333333333333,0.444444444444444,0.5,0.444444444444444,0.277777777777778,0.388888888888889,0.5,0.666666666666667,0.777777777777778,1.16666666666667,0.833333333333333
