country,R0,HIT,optimum,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70+
Somalia,2.0000000000000027,0.7467269956430314,0.35402572436316215,0.0,0.15139273772470063,0.4900244677446779,0.9513561524408207,1.0,1.0,1.0,0.0
Somalia,2.0000000000000027,0.7467269956430314,0.3546576856110209,0.0,0.23059067346596906,0.425510720540499,1.0,1.0,1.0,0.4081185213237856,0.2727001183414274
Somalia,2.0000000000000027,0.7467269956430314,0.35470063563472215,0.0,0.2130812386497825,0.3619360668910182,1.0,1.0,1.0,0.8098382486911511,0.4830784177912117
Somalia,2.0000000000000027,0.7467269956430314,0.35506004567088717,0.0,0.16528855196637138,0.5715685867798516,1.0,1.0,1.0,0.2813449218435754,0.0
Somalia,2.0000000000000027,0.7467269956430314,0.3554119047993317,0.0,0.21594406295219276,0.5427132516268973,1.0,1.0,1.0,0.030397916772936323,0.0
Somalia,2.0000000000000027,0.7467269956430314,0.35595914093149583,0.0,0.12557547870649166,0.5625054101191653,1.0,1.0,1.0,0.5031111177960537,0.3537579613484174
Somalia,2.0000000000000027,0.7467269956430314,0.3569761109645909,0.0,0.17201883890063152,0.4517870159667432,1.0,1.0,1.0,0.4224435489906454,1.0
Somalia,2.0000000000000027,0.7467269956430314,0.3579867766840808,0.0,0.18849203381823015,0.38082352740408815,1.0,1.0,1.0,0.7300666237227467,1.0
Somalia,2.0000000000000027,0.7467269956430314,0.35984053504686875,0.0,0.06418104166773303,0.7076379650647686,1.0,1.0,1.0,0.5137251667922657,0.0
Somalia,2.0000000000000027,0.7467269956430314,0.36023317675442224,0.0,0.07627861120552198,0.6930604499012467,1.0,1.0,0.9669664899626673,0.3913084444877225,0.30143610695126793
Somalia,2.0000000000000027,0.7467269956430314,0.36055445978226525,0.0,0.1962791393074956,0.3382172062115819,1.0,1.0,1.0,1.0,1.0
Somalia,2.0000000000000027,0.7467269956430314,0.36098280447777925,0.0,0.21601846915827733,0.48368507044369724,1.0,1.0,1.0,0.0,1.0
Somalia,2.0000000000000027,0.7467269956430314,0.36185516469201096,0.0,0.22148806078018313,0.42763818015912014,1.0,1.0,1.0,0.8743490033696206,0.0
Somalia,2.0000000000000027,0.7467269956430314,0.36190934651711143,0.0,0.2017119338176598,0.4067983594313539,1.0,1.0,1.0,1.0,0.29358116225433034
Somalia,2.0000000000000027,0.7467269956430314,0.3630451237818789,0.0,0.2201065533459231,0.4898369259987247,1.0,1.0,1.0,0.5649135826106791,0.0
Somalia,2.0000000000000027,0.7467269956430314,0.3634100100175554,0.0,0.22779253697264168,0.509034702083617,1.0,1.0,0.8855288974210469,0.5818480894897702,0.0
Somalia,2.0000000000000027,0.7467269956430314,0.36377276522855423,0.0,0.11052381641981646,0.6417586551543043,1.0,0.9931890382836633,1.0,0.6534552226519873,0.0
Somalia,2.0000000000000027,0.7467269956430314,0.365047155475411,0.0,0.061348825107469085,0.6589567845895048,1.0,1.0,1.0,1.0,0.0
Somalia,2.0000000000000027,0.7467269956430314,0.36825786178822695,0.0,0.14185473030593454,0.6633042776850075,1.0,1.0,1.0,0.3999818578917004,0.0
Somalia,2.0000000000000027,0.7467269956430314,0.3729736502270961,0.0,0.30367486311574154,0.4901636263198515,1.0,1.0,1.0,0.0,0.34169484066716593
