"","[0,5)","[5,10)","[10,15)","[15,20)","[20,25)","[25,30)","[30,35)","[35,40)","[40,45)","[45,50)","[50,55)","[55,60)","[60,65)","[65,70)","[70,75)","75+"
"[0,5)",1.32673267326733,0.831683168316832,0.752475247524752,0.485148514851485,0.693069306930693,1.35643564356436,1.18811881188119,0.851485148514851,0.435643564356436,0.465346534653465,0.574257425742574,0.534653465346535,0.287128712871287,0.257425742574257,0.108910891089109,0.168316831683168
"[5,10)",0.575757575757576,6.47474747474747,1.63636363636364,0.414141414141414,0.363636363636364,0.929292929292929,1.43434343434343,0.96969696969697,0.686868686868687,0.595959595959596,0.474747474747475,0.484848484848485,0.323232323232323,0.181818181818182,0.171717171717172,0.181818181818182
"[10,15)",0.212121212121212,1.06060606060606,12.7070707070707,2.27272727272727,0.626262626262626,0.838383838383838,1.19191919191919,1.23232323232323,0.95959595959596,0.707070707070707,0.464646464646465,0.282828282828283,0.242424242424242,0.151515151515152,0.161616161616162,0.222222222222222
"[15,20)",0.0980392156862745,0.294117647058824,1.00980392156863,12.1176470588235,1.68627450980392,0.803921568627451,0.882352941176471,1.05882352941176,1.16666666666667,0.96078431372549,0.509803921568627,0.245098039215686,0.254901960784314,0.196078431372549,0.127450980392157,0.0980392156862745
"[20,25)",0.213114754098361,0.0983606557377049,0.295081967213115,2.13114754098361,6.26229508196721,2.60655737704918,1.59016393442623,1.13114754098361,1.11475409836066,0.983606557377049,1.19672131147541,0.786885245901639,0.344262295081967,0.0983606557377049,0.163934426229508,0.131147540983607
"[25,30)",0.4,0.266666666666667,0.25,0.716666666666667,2.4,3.43333333333333,2.18333333333333,1.43333333333333,1.36666666666667,1.11666666666667,1.33333333333333,0.766666666666667,0.45,0.233333333333333,0.2,0.2
"[30,35)",0.377049180327869,0.737704918032787,0.80327868852459,0.540983606557377,1.16393442622951,2.27868852459016,2.36065573770492,1.63934426229508,1.44262295081967,1.36065573770492,1.11475409836066,0.557377049180328,0.590163934426229,0.180327868852459,0.0983606557377049,0.19672131147541
"[35,40)",0.225806451612903,0.774193548387097,0.67741935483871,1.29032258064516,1.40322580645161,2.5,2.67741935483871,3.08064516129032,1.87096774193548,1.51612903225806,1.04838709677419,0.870967741935484,0.580645161290323,0.532258064516129,0.241935483870968,0.467741935483871
"[40,45)",0.112903225806452,0.564516129032258,0.693548387096774,1.17741935483871,1.58064516129032,1.80645161290323,1.7741935483871,1.75806451612903,2.46774193548387,1.56451612903226,1.03225806451613,0.67741935483871,0.564516129032258,0.338709677419355,0.338709677419355,0.209677419354839
"[45,50)",0.131147540983607,0.163934426229508,0.262295081967213,1.13114754098361,1.44262295081967,1.75409836065574,1.44262295081967,1.32786885245902,1.49180327868852,2.24590163934426,1.55737704918033,0.60655737704918,0.409836065573771,0.311475409836066,0.295081967213115,0.377049180327869
"[50,55)",0.306451612903226,0.241935483870968,0.370967741935484,0.935483870967742,1.45161290322581,1.93548387096774,1.61290322580645,1.24193548387097,1.70967741935484,1.74193548387097,1.58064516129032,0.935483870967742,0.516129032258065,0.193548387096774,0.258064516129032,0.451612903225806
"[55,60)",0.225806451612903,0.5,0.419354838709677,0.661290322580645,1.01612903225806,1.37096774193548,1.33870967741935,1.06451612903226,0.983870967741935,1.16129032258065,1.40322580645161,1.95161290322581,0.838709677419355,0.564516129032258,0.306451612903226,0.467741935483871
"[60,65)",0.254237288135593,0.271186440677966,0.254237288135593,0.525423728813559,0.661016949152542,1.10169491525424,1.30508474576271,1.01694915254237,1.06779661016949,0.559322033898305,0.559322033898305,1.10169491525424,1.11864406779661,0.644067796610169,0.271186440677966,0.372881355932203
"[65,70)",0.2,0.44,0.44,0.6,0.6,1.36,1.4,1.08,1.68,0.92,0.96,0.68,0.48,0.72,0.48,0.32
"[70,75)",0.0625,0.4375,0.5,0.5,0.5,0.375,0.625,0.9375,0.9375,1,1.125,0.5625,0.9375,0.8125,0.8125,0.8125
"75+",0.388888888888889,0.111111111111111,0.222222222222222,0.333333333333333,0.222222222222222,0.166666666666667,0.333333333333333,0.555555555555556,0.611111111111111,0.722222222222222,0.444444444444444,0.555555555555556,0.277777777777778,0.333333333333333,0.5,0.388888888888889
