x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
0.11090159127486753,0.06270044704016721,0.031251846811820166,0.020581734945704453,0.034977927125214435,0.04912518803594581,0.04615651707379417,0.03604355463698163,0.027815797518343902,0.02075687336930295,0.027959894978647756,0.022302650782389605,0.020137838260389458,0.01875673608665786,0.01711850827456021,0.007170334867625453
0.07280438323051486,0.5905467729753979,0.08970290708169096,0.027617843083799342,0.016936445045074064,0.03870047720175231,0.04850201205648683,0.04523693233929074,0.04492028939770114,0.024433693820001278,0.019593108320008518,0.019474661674902513,0.02233957735801249,0.0189882882000309,0.013720574628367895,0.008219196073589988
0.024568619838292925,0.15081235100290893,0.6034548583380283,0.058876545907749246,0.02605725662828294,0.020698519208159093,0.027100639352422518,0.035768812569233276,0.04932423093940739,0.0332889920676306,0.02127922791086643,0.011850795033601294,0.011320329672388343,0.014216392934986164,0.01540082992638202,0.009836236513288786
0.012925301731365026,0.02587464925674648,0.13155821577733376,0.3238104365289942,0.0724279841817919,0.031481821691025924,0.018593597434819458,0.026322403638799986,0.041044313656031416,0.04261681929280525,0.0238419608799036,0.009739085430068349,0.007967843230723033,0.007816160493913716,0.006742579141650076,0.0037805897678539896
0.04192926161502639,0.028486181864499294,0.035836520209144275,0.21225295283538675,0.4141679711161373,0.19684332002852306,0.10749302113769708,0.08514392562270341,0.09364987966871827,0.12297581862570059,0.09468738449575627,0.04868903779756031,0.023245909729560355,0.013563573448156525,0.020651676559409738,0.013482825325173394
0.10527811535295395,0.04562130608093778,0.024247630493251925,0.08143496995831627,0.2824142159750725,0.41335316523990256,0.2105281154276437,0.14970546432432325,0.15249302179147198,0.15061848841738626,0.15830387167920024,0.07822221841196357,0.03909685140233695,0.02002128023089049,0.014654110380285213,0.007564380165896874
0.18312182939354602,0.18906355506934627,0.13807780647503312,0.0697868411887943,0.22786622487787317,0.3699313452676772,0.4435289531612756,0.29427689568629956,0.2714320225986767,0.2480732159921766,0.2231795425165152,0.15329138741875925,0.08771658704034363,0.050867499662360316,0.03721300478627253,0.025952275409678184
0.21856771334184355,0.286679109382604,0.24459139274047983,0.14673226382652882,0.17813656100256003,0.3102377376330848,0.33672501707300984,0.4558670737871727,0.41783431269938637,0.3157196000926131,0.2559399910722224,0.14428046626200858,0.12488780250837463,0.09549712145060812,0.07997086084256923,0.024585396431184785
0.1031139133176651,0.1545893147299757,0.18388168345316053,0.15376371473309433,0.16374053668890384,0.1932755214756158,0.21840732940444155,0.22491784581675348,0.3619142845005963,0.27929471352438423,0.21544998889038855,0.08140784454365267,0.06818257212538448,0.051468209162192434,0.04957502903861537,0.018110602163965244
0.05314647125103319,0.0881639270635829,0.10474220155654419,0.15313578990169516,0.14869002473762244,0.1464500052465262,0.14413195015647412,0.1530425003709722,0.1983739693675979,0.2698497853268687,0.19149910617699337,0.08621406868806776,0.04510413585723248,0.029863532013367767,0.03715456776816872,0.026199526995681836
0.08288664912406121,0.07818068733275287,0.10201694834206775,0.12563056714173265,0.1678945590228784,0.19506865289925004,0.1481610413279835,0.12768215253311077,0.20531280635426088,0.2554508538920323,0.2615044955785017,0.13855363499960832,0.06349638913857762,0.0327719491629346,0.0332572295201016,0.02300001660556924
0.1804959837941364,0.1675625463826465,0.1047210516537777,0.13664439629659697,0.1662911219273286,0.23401966186929957,0.21254377168653615,0.14410658071273125,0.18837614257683546,0.18996837385403453,0.25556404490113965,0.2269720319323741,0.13094715380919358,0.07310062609742994,0.0502990997457449,0.02775401247559318
0.1974337402623737,0.16779480584230863,0.10218984385988529,0.1071004904174594,0.10834242241705776,0.14539703837082496,0.14144844476840449,0.13137713646701632,0.12997135408782468,0.11952681272955246,0.13220697199873305,0.14174835525911475,0.16133026710911336,0.11318201374561242,0.09495787464003391,0.03000759468026836
0.10667151192915543,0.13880654431887884,0.10756098725491453,0.06140420716816216,0.0657177873336899,0.07447745149927978,0.09087599768254087,0.08408901326780127,0.0925612642251369,0.05735644302366178,0.07063676895640687,0.06993567471476603,0.08657960841678722,0.12122279825176728,0.0741495792959679,0.027724295763698597
0.034086695503938155,0.08329898986417128,0.06412670302453766,0.058812954975174345,0.019560464959023367,0.03508078528611518,0.026357159457105244,0.04398427412275479,0.05635188326080896,0.04840780027294774,0.040484293632669935,0.02760864233767729,0.05811099124466583,0.06400314097183443,0.09925900206963817,0.03236813691871184
0.03745345330396138,0.0446054855083926,0.0606619497038203,0.052706644701455925,0.0203793365505605,0.017387476164708746,0.022655434442598328,0.029957973335576118,0.0371688562979256,0.04365312888320103,0.04720605629480204,0.02485821819923357,0.02301829211923762,0.04174324560855494,0.05068037955836125,0.030347473424195255
