country,R0,HIT,optimum,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70+
Romania,2.1999999999999975,0.8154232573956357,0.5463381556647665,0.0,0.3672506566153989,0.8843503392219165,1.0,1.0,0.8916407382733679,0.0,0.0
Romania,2.1999999999999975,0.8154232573956357,0.5476708552191171,0.0,0.31551001671801904,0.8146677134909139,1.0,1.0,1.0,0.0,0.0
Romania,2.1999999999999975,0.8154232573956357,0.548468062482088,0.0,0.32142913526609906,0.8239860079722439,1.0,0.9945851121696274,1.0,0.0,0.0
Romania,2.1999999999999975,0.8154232573956357,0.5505316698021218,0.0,0.34775178947159247,0.8089751917212247,1.0,1.0,1.0,0.0,0.0
Romania,2.1999999999999975,0.8154232573956357,0.5518493576517612,0.0,0.36143527877907433,0.9669180720245238,1.0,1.0,0.8705573137708127,0.0,0.0
Romania,2.1999999999999975,0.8154232573956357,0.5519645302158646,0.0,0.4630180541576369,0.7075269293198395,1.0,1.0,1.0,0.0,0.0
Romania,2.1999999999999975,0.8154232573956357,0.5524181820311582,0.0,0.5428155241624627,0.6323317675740139,1.0,1.0,1.0,0.0,0.0
Romania,2.1999999999999975,0.8154232573956357,0.5524718176663513,0.0,0.17370312726279868,1.0,1.0,1.0,1.0,0.0,0.0
Romania,2.1999999999999975,0.8154232573956357,0.5530880050136592,0.1023903400458829,0.17973864016706978,0.9061816097882299,1.0,1.0,1.0,0.0,0.0
Romania,2.1999999999999975,0.8154232573956357,0.553955315274425,0.0016091301568685625,0.31383831710205723,0.9108543343652733,1.0,1.0,0.9691072247557934,0.0,0.0
Romania,2.1999999999999975,0.8154232573956357,0.5544667398816974,0.0,0.19219566725138892,1.0,1.0,1.0,1.0,0.0,0.0
Romania,2.1999999999999975,0.8154232573956357,0.5544892712170004,0.06109273238761189,0.5057842722162904,0.7718483064535345,1.0,1.0,0.8536684429308821,0.0,0.03472060582757662
Romania,2.1999999999999975,0.8154232573956357,0.5546169974812125,0.0,0.5866054214458662,0.9184654106640362,1.0,1.0,0.7487396092671755,0.0,0.0
Romania,2.1999999999999975,0.8154232573956357,0.5550722516658141,0.10635845811292799,0.2937251754756306,1.0,1.0,0.9704009482874016,0.8785230674178615,0.0,0.0
Romania,2.1999999999999975,0.8154232573956357,0.5586583085339539,0.14552736996979257,0.42081578448215795,0.8075645472535014,1.0,0.9109239025865927,1.0,0.0,0.0
Romania,2.1999999999999975,0.8154232573956357,0.5589337051439647,0.0,0.31727098590630565,1.0,1.0,0.942627676210052,1.0,0.0,0.0
Romania,2.1999999999999975,0.8154232573956357,0.5593237825928065,0.3170020717617921,0.2838808212684974,0.6641171237631096,1.0,1.0,1.0,0.0,0.0
Romania,2.1999999999999975,0.8154232573956357,0.5615646781345623,0.0,0.5452848990712481,0.7190474131083625,1.0,1.0,0.9960769035505029,0.0,0.0
Romania,2.1999999999999975,0.8154232573956357,0.5618051142348249,0.0,0.641098732433276,0.6211227762220227,1.0,1.0,1.0,0.0,0.0
Romania,2.1999999999999975,0.8154232573956357,0.5622241263972447,0.0,0.5192802014792373,1.0,0.9602164441766284,0.8590138523026132,1.0,0.0,0.0
